ensembl_gene_id	ensembl_transcript_id
ENSG00000127884	ENST00000368547
ENSG00000141551	ENST00000314028
ENSG00000125901	ENST00000380325
ENSG00000076944	ENST00000221283
ENSG00000067900	ENST00000399799
ENSG00000179218	ENST00000316448
ENSG00000172954	ENST00000379509
ENSG00000113643	ENST00000231572
ENSG00000108511	ENST00000225648
ENSG00000145241	ENST00000273853
ENSG00000179262	ENST00000586534
ENSG00000091127	ENST00000469408
ENSG00000165525	ENST00000298310
ENSG00000003056	ENST00000000412
ENSG00000138814	ENST00000394854
ENSG00000105373	ENST00000246802
ENSG00000179271	ENST00000316939
ENSG00000103423	ENST00000262375
ENSG00000116962	ENST00000264187
ENSG00000099991	ENST00000263119
ENSG00000229833	ENST00000594797
ENSG00000139613	ENST00000267064
ENSG00000100889	ENST00000216780
ENSG00000156858	ENST00000300835
ENSG00000173113	ENST00000544844
ENSG00000168883	ENST00000323701
ENSG00000068308	ENST00000156084
ENSG00000198176	ENST00000375370
ENSG00000181061	ENST00000452906
ENSG00000136938	ENST00000339399
ENSG00000172336	ENST00000303151
ENSG00000117650	ENST00000366999
ENSG00000160214	ENST00000497547
ENSG00000182534	ENST00000355797
ENSG00000187109	ENST00000618691
ENSG00000120656	ENST00000373824
ENSG00000113552	ENST00000311337
ENSG00000134330	ENST00000497473
ENSG00000142669	ENST00000270792
ENSG00000204370	ENST00000375549
ENSG00000162813	ENST00000322067
ENSG00000070495	ENST00000445478
ENSG00000123297	ENST00000323833
ENSG00000247626	ENST00000282276
ENSG00000109805	ENST00000251496
ENSG00000062650	ENST00000298767
ENSG00000173409	ENST00000310256
ENSG00000151694	ENST00000310823
ENSG00000166946	ENST00000300213
ENSG00000136240	ENST00000258739
ENSG00000145916	ENST00000313386
ENSG00000115694	ENST00000403346
ENSG00000196576	ENST00000359337
ENSG00000131507	ENST00000253814
ENSG00000105640	ENST00000222247
ENSG00000182118	ENST00000366654
ENSG00000104320	ENST00000265433
ENSG00000089327	ENST00000392219
ENSG00000105486	ENST00000263274
ENSG00000092841	ENST00000547649
ENSG00000154277	ENST00000284440
ENSG00000143771	ENST00000465271
ENSG00000145912	ENST00000274606
ENSG00000087470	ENST00000549701
ENSG00000128609	ENST00000355749
ENSG00000176248	ENST00000323927
ENSG00000126524	ENST00000246868
ENSG00000187742	ENST00000375807
ENSG00000089902	ENST00000262241
ENSG00000161547	ENST00000392485
ENSG00000176101	ENST00000322310
ENSG00000138698	ENST00000339360
ENSG00000145354	ENST00000273986
ENSG00000197265	ENST00000355904
ENSG00000100243	ENST00000361740
ENSG00000140264	ENST00000409960
ENSG00000140264	ENST00000448830
ENSG00000185104	ENST00000396153
ENSG00000140391	ENST00000267970
ENSG00000133997	ENST00000256379
ENSG00000170689	ENST00000311177
ENSG00000167645	ENST00000339413
ENSG00000148824	ENST00000317502
ENSG00000112110	ENST00000367034
ENSG00000067704	ENST00000366922
ENSG00000129347	ENST00000312962
ENSG00000132323	ENST00000254654
ENSG00000107672	ENST00000369023
ENSG00000120727	ENST00000265192
ENSG00000171634	ENST00000306378
ENSG00000157191	ENST00000443980
ENSG00000167004	ENST00000300289
ENSG00000134686	ENST00000257118
ENSG00000126432	ENST00000265462
ENSG00000107341	ENST00000263228
ENSG00000143633	ENST00000366649
ENSG00000134779	ENST00000334295
ENSG00000099899	ENST00000252136
ENSG00000116906	ENST00000366647
ENSG00000153395	ENST00000283415
ENSG00000137574	ENST00000260129
ENSG00000145604	ENST00000274255
ENSG00000113282	ENST00000523908
ENSG00000007080	ENST00000445755
ENSG00000134283	ENST00000395568
ENSG00000158828	ENST00000321556
ENSG00000135535	ENST00000310786
ENSG00000244038	ENST00000415136
ENSG00000163798	ENST00000326019
ENSG00000197081	ENST00000356956
ENSG00000099901	ENST00000331821
ENSG00000126787	ENST00000247191
ENSG00000103549	ENST00000324685
ENSG00000123200	ENST00000282007
ENSG00000143878	ENST00000272233
ENSG00000047849	ENST00000360240
ENSG00000104687	ENST00000221130
ENSG00000243943	ENST00000355467
ENSG00000008952	ENST00000337002
ENSG00000141198	ENST00000575882
ENSG00000108433	ENST00000640051
ENSG00000148840	ENST00000278070
ENSG00000189067	ENST00000622633
ENSG00000198171	ENST00000354488
ENSG00000070047	ENST00000416188
ENSG00000146733	ENST00000275605
ENSG00000198522	ENST00000616939
ENSG00000139343	ENST00000266735
ENSG00000167986	ENST00000301764
ENSG00000139131	ENST00000324868
ENSG00000103152	ENST00000356432
ENSG00000142227	ENST00000270221
ENSG00000033178	ENST00000322244
ENSG00000144744	ENST00000361055
ENSG00000100139	ENST00000215957
ENSG00000106299	ENST00000223023
ENSG00000197451	ENST00000358344
ENSG00000129116	ENST00000505667
ENSG00000134291	ENST00000429772
ENSG00000116171	ENST00000371514
ENSG00000275714	ENST00000613854
ENSG00000278637	ENST00000617569
ENSG00000162923	ENST00000414423
ENSG00000278705	ENST00000377745
ENSG00000197746	ENST00000394936
ENSG00000066455	ENST00000163416
ENSG00000286522	ENST00000621411
ENSG00000278463	ENST00000615868
ENSG00000100083	ENST00000343632
ENSG00000115738	ENST00000234091
ENSG00000136930	ENST00000259457
ENSG00000182481	ENST00000330459
ENSG00000120254	ENST00000611279
ENSG00000273611	ENST00000617429
ENSG00000145050	ENST00000528157
ENSG00000144827	ENST00000273359
ENSG00000144747	ENST00000398559
ENSG00000095380	ENST00000210444
ENSG00000105438	ENST00000330720
ENSG00000158470	ENST00000371711
ENSG00000080371	ENST00000261263
ENSG00000185115	ENST00000332303
ENSG00000130024	ENST00000339209
ENSG00000080603	ENST00000262518
ENSG00000105443	ENST00000452733
ENSG00000130939	ENST00000343090
ENSG00000164081	ENST00000395057
ENSG00000153574	ENST00000283646
ENSG00000166260	ENST00000299335
ENSG00000105699	ENST00000621372
ENSG00000105447	ENST00000253237
ENSG00000164080	ENST00000409535
ENSG00000160877	ENST00000292431
ENSG00000162236	ENST00000294179
ENSG00000104907	ENST00000357720
ENSG00000172531	ENST00000376745
ENSG00000135387	ENST00000341394
ENSG00000116903	ENST00000366645
ENSG00000010072	ENST00000295050
ENSG00000107404	ENST00000378891
ENSG00000135249	ENST00000257700
ENSG00000125484	ENST00000372146
ENSG00000165280	ENST00000358901
ENSG00000096746	ENST00000265866
ENSG00000117399	ENST00000310955
ENSG00000109534	ENST00000394631
ENSG00000145907	ENST00000394123
ENSG00000148229	ENST00000374171
ENSG00000146416	ENST00000357847
ENSG00000163875	ENST00000373075
ENSG00000101558	ENST00000340541
ENSG00000063177	ENST00000549920
ENSG00000126746	ENST00000396801
ENSG00000167447	ENST00000300917
ENSG00000181029	ENST00000596148
ENSG00000134308	ENST00000238081
ENSG00000105698	ENST00000222305
ENSG00000068489	ENST00000262293
ENSG00000177556	ENST00000524142
ENSG00000125877	ENST00000380113
ENSG00000143493	ENST00000366994
ENSG00000167088	ENST00000300413
ENSG00000132640	ENST00000405977
ENSG00000197448	ENST00000358406
ENSG00000103197	ENST00000219476
ENSG00000180573	ENST00000377791
ENSG00000180596	ENST00000396984
ENSG00000075142	ENST00000265729
ENSG00000149357	ENST00000278671
ENSG00000165629	ENST00000356708
ENSG00000053371	ENST00000235835
ENSG00000055950	ENST00000342071
ENSG00000007541	ENST00000026218
ENSG00000139496	ENST00000381736
ENSG00000143476	ENST00000366991
ENSG00000008988	ENST00000519807
ENSG00000004487	ENST00000400181
ENSG00000158201	ENST00000289119
ENSG00000114784	ENST00000232905
ENSG00000105552	ENST00000316273
ENSG00000164045	ENST00000302506
ENSG00000137073	ENST00000360802
ENSG00000117523	ENST00000338920
ENSG00000196683	ENST00000358435
ENSG00000163877	ENST00000296215
ENSG00000128039	ENST00000264228
ENSG00000173145	ENST00000371361
ENSG00000170779	ENST00000336219
ENSG00000197061	ENST00000377803
ENSG00000187837	ENST00000343677
ENSG00000100354	ENST00000454349
ENSG00000257923	ENST00000292535
ENSG00000126602	ENST00000246957
ENSG00000169021	ENST00000304863
ENSG00000133316	ENST00000529106
ENSG00000168288	ENST00000303319
ENSG00000101752	ENST00000261537
ENSG00000160113	ENST00000291442
ENSG00000105171	ENST00000585603
ENSG00000140382	ENST00000381714
ENSG00000134697	ENST00000373062
ENSG00000254999	ENST00000530758
ENSG00000160888	ENST00000292433
ENSG00000134086	ENST00000256474
ENSG00000085662	ENST00000285930
ENSG00000141759	ENST00000269601
ENSG00000153827	ENST00000283943
ENSG00000188229	ENST00000340384
ENSG00000112159	ENST00000369393
ENSG00000147180	ENST00000373165
ENSG00000100906	ENST00000216797
ENSG00000198492	ENST00000542507
ENSG00000171421	ENST00000505059
ENSG00000131016	ENST00000402676
ENSG00000099341	ENST00000215071
ENSG00000243927	ENST00000399312
ENSG00000148798	ENST00000369849
ENSG00000184640	ENST00000427177
ENSG00000006007	ENST00000353258
ENSG00000108406	ENST00000251241
ENSG00000105393	ENST00000359435
ENSG00000065054	ENST00000424542
ENSG00000135002	ENST00000376736
ENSG00000100014	ENST00000437398
ENSG00000185842	ENST00000430092
ENSG00000100644	ENST00000337138
ENSG00000137497	ENST00000393695
ENSG00000104067	ENST00000346128
ENSG00000139644	ENST00000423828
ENSG00000123989	ENST00000243776
ENSG00000124226	ENST00000244061
ENSG00000062716	ENST00000262291
ENSG00000155906	ENST00000444024
ENSG00000162413	ENST00000377658
ENSG00000177613	ENST00000331173
ENSG00000104267	ENST00000285379
ENSG00000141378	ENST00000393038
ENSG00000138668	ENST00000313899
ENSG00000146476	ENST00000367294
ENSG00000141367	ENST00000269122
ENSG00000104805	ENST00000405315
ENSG00000152518	ENST00000282388
ENSG00000100266	ENST00000263246
ENSG00000125968	ENST00000376112
ENSG00000007923	ENST00000377577
ENSG00000181649	ENST00000314222
ENSG00000145494	ENST00000274137
ENSG00000149313	ENST00000278618
ENSG00000133422	ENST00000215862
ENSG00000034693	ENST00000367591
ENSG00000104695	ENST00000221138
ENSG00000115970	ENST00000405975
ENSG00000001036	ENST00000002165
ENSG00000087088	ENST00000293288
ENSG00000104723	ENST00000503731
ENSG00000134851	ENST00000381334
ENSG00000112584	ENST00000476287
ENSG00000116918	ENST00000366639
ENSG00000141448	ENST00000269216
ENSG00000130764	ENST00000378251
ENSG00000087086	ENST00000331825
ENSG00000108946	ENST00000358598
ENSG00000242247	ENST00000263245
ENSG00000137414	ENST00000259963
ENSG00000104812	ENST00000323798
ENSG00000065057	ENST00000219066
ENSG00000135766	ENST00000366641
ENSG00000187772	ENST00000345080
ENSG00000124208	ENST00000341698
ENSG00000145860	ENST00000274542
ENSG00000111906	ENST00000398153
ENSG00000141510	ENST00000620739
ENSG00000214706	ENST00000417626
ENSG00000156374	ENST00000369847
ENSG00000175868	ENST00000324229
ENSG00000100319	ENST00000344318
ENSG00000198589	ENST00000510413
ENSG00000183207	ENST00000595090
ENSG00000124789	ENST00000262077
ENSG00000204628	ENST00000512805
ENSG00000131773	ENST00000355849
ENSG00000054523	ENST00000263934
ENSG00000136942	ENST00000348462
ENSG00000165527	ENST00000298316
ENSG00000198160	ENST00000401041
ENSG00000166471	ENST00000528080
ENSG00000066322	ENST00000372458
ENSG00000148835	ENST00000369839
ENSG00000184076	ENST00000330029
ENSG00000173915	ENST00000309579
ENSG00000047249	ENST00000359530
ENSG00000120800	ENST00000261637
ENSG00000104852	ENST00000598441
ENSG00000179933	ENST00000319074
ENSG00000125944	ENST00000374616
ENSG00000100813	ENST00000262710
ENSG00000132432	ENST00000352861
ENSG00000135679	ENST00000258149
ENSG00000126777	ENST00000395314
ENSG00000040275	ENST00000265295
ENSG00000101546	ENST00000306735
ENSG00000124006	ENST00000404537
ENSG00000008018	ENST00000262193
ENSG00000136950	ENST00000259477
ENSG00000163527	ENST00000295770
ENSG00000112592	ENST00000392092
ENSG00000175390	ENST00000533626
ENSG00000070476	ENST00000389709
ENSG00000111196	ENST00000320756
ENSG00000035687	ENST00000366535
ENSG00000071994	ENST00000541970
ENSG00000162384	ENST00000294360
ENSG00000170248	ENST00000457054
ENSG00000157184	ENST00000371486
ENSG00000163001	ENST00000349456
ENSG00000135390	ENST00000394349
ENSG00000157020	ENST00000350697
ENSG00000198898	ENST00000361183
ENSG00000125952	ENST00000358664
ENSG00000114767	ENST00000232888
ENSG00000205339	ENST00000379719
ENSG00000188554	ENST00000590996
ENSG00000100473	ENST00000644874
ENSG00000175756	ENST00000321751
ENSG00000135476	ENST00000257934
ENSG00000141564	ENST00000306801
ENSG00000102738	ENST00000323563
ENSG00000012048	ENST00000471181
ENSG00000177889	ENST00000318066
ENSG00000119139	ENST00000539225
ENSG00000162517	ENST00000373703
ENSG00000100764	ENST00000261303
ENSG00000077549	ENST00000375142
ENSG00000100325	ENST00000307790
ENSG00000135521	ENST00000367576
ENSG00000173598	ENST00000415493
ENSG00000145147	ENST00000504154
ENSG00000007392	ENST00000293872
ENSG00000100605	ENST00000556603
ENSG00000065600	ENST00000535273
ENSG00000141499	ENST00000431639
ENSG00000168397	ENST00000404914
ENSG00000092148	ENST00000399332
ENSG00000128185	ENST00000248879
ENSG00000141568	ENST00000335255
ENSG00000117691	ENST00000366988
ENSG00000163161	ENST00000285398
ENSG00000130165	ENST00000252445
ENSG00000188986	ENST00000343053
ENSG00000141580	ENST00000392325
ENSG00000115963	ENST00000375734
ENSG00000075914	ENST00000265564
ENSG00000159479	ENST00000290663
ENSG00000119969	ENST00000348459
ENSG00000143815	ENST00000272163
ENSG00000134809	ENST00000257245
ENSG00000183624	ENST00000383463
ENSG00000121749	ENST00000550746
ENSG00000143740	ENST00000315781
ENSG00000089154	ENST00000300648
ENSG00000139637	ENST00000267103
ENSG00000136436	ENST00000258947
ENSG00000103415	ENST00000570646
ENSG00000101773	ENST00000327155
ENSG00000138750	ENST00000264883
ENSG00000123349	ENST00000551018
ENSG00000134313	ENST00000256707
ENSG00000064115	ENST00000343028
ENSG00000164332	ENST00000296786
ENSG00000145817	ENST00000274496
ENSG00000169925	ENST00000303407
ENSG00000176946	ENST00000407315
ENSG00000144597	ENST00000396842
ENSG00000184897	ENST00000333762
ENSG00000128534	ENST00000249299
ENSG00000214517	ENST00000328257
ENSG00000141560	ENST00000269373
ENSG00000166197	ENST00000605788
ENSG00000131508	ENST00000398733
ENSG00000131778	ENST00000369258
ENSG00000100425	ENST00000216267
ENSG00000180228	ENST00000325748
ENSG00000138760	ENST00000264896
ENSG00000137074	ENST00000379819
ENSG00000178982	ENST00000248342
ENSG00000150787	ENST00000280362
ENSG00000122299	ENST00000355758
ENSG00000079819	ENST00000337057
ENSG00000162521	ENST00000373493
ENSG00000010322	ENST00000345716
ENSG00000183963	ENST00000619644
ENSG00000070950	ENST00000264926
ENSG00000106144	ENST00000310447
ENSG00000161618	ENST00000293350
ENSG00000171222	ENST00000305978
ENSG00000154380	ENST00000366844
ENSG00000142541	ENST00000391857
ENSG00000176340	ENST00000314133
ENSG00000133315	ENST00000255681
ENSG00000144028	ENST00000323853
ENSG00000085377	ENST00000369110
ENSG00000273899	ENST00000359114
ENSG00000121644	ENST00000302550
ENSG00000100241	ENST00000380817
ENSG00000144043	ENST00000272438
ENSG00000167770	ENST00000538426
ENSG00000137996	ENST00000260563
ENSG00000165832	ENST00000298746
ENSG00000004897	ENST00000531206
ENSG00000104872	ENST00000262265
ENSG00000130402	ENST00000252699
ENSG00000132361	ENST00000435359
ENSG00000120805	ENST00000261636
ENSG00000197223	ENST00000355848
ENSG00000116791	ENST00000340866
ENSG00000186205	ENST00000366910
ENSG00000153187	ENST00000444376
ENSG00000088325	ENST00000300403
ENSG00000198258	ENST00000586895
ENSG00000138709	ENST00000326639
ENSG00000143742	ENST00000304786
ENSG00000060138	ENST00000228251
ENSG00000162385	ENST00000371470
ENSG00000177602	ENST00000325418
ENSG00000184164	ENST00000404488
ENSG00000135341	ENST00000369329
ENSG00000142534	ENST00000270625
ENSG00000159685	ENST00000290913
ENSG00000012963	ENST00000013070
ENSG00000149273	ENST00000531188
ENSG00000198015	ENST00000552217
ENSG00000152795	ENST00000295470
ENSG00000130312	ENST00000252602
ENSG00000101150	ENST00000217121
ENSG00000171735	ENST00000303635
ENSG00000051180	ENST00000267868
ENSG00000141556	ENST00000355528
ENSG00000205531	ENST00000380542
ENSG00000152944	ENST00000282892
ENSG00000161249	ENST00000339686
ENSG00000177030	ENST00000382409
ENSG00000140319	ENST00000267884
ENSG00000049541	ENST00000055077
ENSG00000132953	ENST00000255305
ENSG00000144746	ENST00000273258
ENSG00000176783	ENST00000319449
ENSG00000119414	ENST00000373547
ENSG00000141985	ENST00000269886
ENSG00000143819	ENST00000272167
ENSG00000089048	ENST00000202816
ENSG00000071243	ENST00000315870
ENSG00000161920	ENST00000293777
ENSG00000173039	ENST00000406246
ENSG00000127445	ENST00000247970
ENSG00000182810	ENST00000332395
ENSG00000126464	ENST00000418929
ENSG00000122545	ENST00000435235
ENSG00000090263	ENST00000324787
ENSG00000124535	ENST00000380773
ENSG00000169189	ENST00000361439
ENSG00000169976	ENST00000367569
ENSG00000107862	ENST00000369983
ENSG00000076201	ENST00000265562
ENSG00000126461	ENST00000360565
ENSG00000101040	ENST00000461685
ENSG00000008869	ENST00000233099
ENSG00000117697	ENST00000366977
ENSG00000172113	ENST00000421967
ENSG00000133706	ENST00000394434
ENSG00000100028	ENST00000215829
ENSG00000258643	ENST00000553781
ENSG00000172216	ENST00000303004
ENSG00000130414	ENST00000252711
ENSG00000188846	ENST00000338970
ENSG00000076984	ENST00000397979
ENSG00000100345	ENST00000216181
ENSG00000135372	ENST00000257829
ENSG00000049245	ENST00000054666
ENSG00000143793	ENST00000272139
ENSG00000071794	ENST00000310053
ENSG00000044574	ENST00000324460
ENSG00000113522	ENST00000378823
ENSG00000152642	ENST00000282541
ENSG00000126456	ENST00000377139
ENSG00000170791	ENST00000303759
ENSG00000163939	ENST00000356770
ENSG00000198668	ENST00000356978
ENSG00000159199	ENST00000355938
ENSG00000055147	ENST00000351797
ENSG00000074356	ENST00000389005
ENSG00000242485	ENST00000344843
ENSG00000159202	ENST00000360943
ENSG00000117862	ENST00000371626
ENSG00000088812	ENST00000262919
ENSG00000159363	ENST00000326735
ENSG00000037757	ENST00000040663
ENSG00000221823	ENST00000234310
ENSG00000115946	ENST00000263657
ENSG00000168209	ENST00000307365
ENSG00000116489	ENST00000263168
ENSG00000104979	ENST00000588234
ENSG00000100632	ENST00000557016
ENSG00000155100	ENST00000285420
ENSG00000148672	ENST00000277865
ENSG00000104980	ENST00000270538
ENSG00000111144	ENST00000228740
ENSG00000145293	ENST00000273920
ENSG00000162959	ENST00000295065
ENSG00000144848	ENST00000283290
ENSG00000166908	ENST00000354947
ENSG00000196396	ENST00000371621
ENSG00000243147	ENST00000296102
ENSG00000163541	ENST00000393868
ENSG00000167671	ENST00000301281
ENSG00000150459	ENST00000382533
ENSG00000164040	ENST00000613358
ENSG00000158019	ENST00000344773
ENSG00000162961	ENST00000295066
ENSG00000103550	ENST00000219837
ENSG00000148843	ENST00000369797
ENSG00000107372	ENST00000376960
ENSG00000103544	ENST00000251143
ENSG00000171490	ENST00000571133
ENSG00000254858	ENST00000599612
ENSG00000177189	ENST00000379565
ENSG00000167670	ENST00000301280
ENSG00000122786	ENST00000361675
ENSG00000126457	ENST00000454376
ENSG00000104763	ENST00000637790
ENSG00000156411	ENST00000286953
ENSG00000153551	ENST00000334983
ENSG00000113161	ENST00000287936
ENSG00000104825	ENST00000313582
ENSG00000173992	ENST00000533244
ENSG00000091317	ENST00000205636
ENSG00000156802	ENST00000287394
ENSG00000097033	ENST00000616170
ENSG00000151247	ENST00000280892
ENSG00000071054	ENST00000350878
ENSG00000198912	ENST00000361605
ENSG00000143811	ENST00000343818
ENSG00000113312	ENST00000231238
ENSG00000169251	ENST00000351193
ENSG00000168273	ENST00000477703
ENSG00000163938	ENST00000418458
ENSG00000113163	ENST00000644072
ENSG00000101152	ENST00000360864
ENSG00000055609	ENST00000262189
ENSG00000168439	ENST00000305218
ENSG00000167862	ENST00000301585
ENSG00000135930	ENST00000258416
ENSG00000132024	ENST00000318003
ENSG00000148484	ENST00000345264
ENSG00000168268	ENST00000422318
ENSG00000167863	ENST00000301587
ENSG00000136243	ENST00000258742
ENSG00000135778	ENST00000366628
ENSG00000140259	ENST00000267812
ENSG00000138035	ENST00000447944
ENSG00000128626	ENST00000407800
ENSG00000182307	ENST00000331434
ENSG00000142507	ENST00000270586
ENSG00000104835	ENST00000221431
ENSG00000114902	ENST00000619898
ENSG00000100348	ENST00000216185
ENSG00000197756	ENST00000491306
ENSG00000172428	ENST00000307266
ENSG00000152556	ENST00000340802
ENSG00000125458	ENST00000245552
ENSG00000130826	ENST00000369550
ENSG00000147669	ENST00000353107
ENSG00000012822	ENST00000550804
ENSG00000203760	ENST00000368328
ENSG00000187735	ENST00000521604
ENSG00000103342	ENST00000434724
ENSG00000196961	ENST00000359032
ENSG00000110395	ENST00000264033
ENSG00000130669	ENST00000358301
ENSG00000103275	ENST00000355803
ENSG00000112290	ENST00000392587
ENSG00000135655	ENST00000280377
ENSG00000130522	ENST00000252818
ENSG00000076706	ENST00000264036
ENSG00000183291	ENST00000370554
ENSG00000215301	ENST00000644876
ENSG00000185129	ENST00000331327
ENSG00000132017	ENST00000254337
ENSG00000134255	ENST00000545121
ENSG00000130520	ENST00000593829
ENSG00000182004	ENST00000414487
ENSG00000130731	ENST00000301686
ENSG00000066044	ENST00000407627
ENSG00000188612	ENST00000420826
ENSG00000134077	ENST00000345094
ENSG00000189159	ENST00000356033
ENSG00000134717	ENST00000313334
ENSG00000077514	ENST00000263681
ENSG00000153936	ENST00000370550
ENSG00000055332	ENST00000233057
ENSG00000113068	ENST00000261813
ENSG00000119285	ENST00000366582
ENSG00000100350	ENST00000397224
ENSG00000120306	ENST00000261811
ENSG00000014123	ENST00000369278
ENSG00000182718	ENST00000332680
ENSG00000130299	ENST00000324894
ENSG00000160072	ENST00000308647
ENSG00000140262	ENST00000438423
ENSG00000162910	ENST00000430433
ENSG00000144029	ENST00000272418
ENSG00000006712	ENST00000221265
ENSG00000166441	ENST00000314138
ENSG00000156970	ENST00000287598
ENSG00000211450	ENST00000534355
ENSG00000213593	ENST00000278422
ENSG00000087077	ENST00000200457
ENSG00000063322	ENST00000315588
ENSG00000121060	ENST00000316881
ENSG00000165282	ENST00000378617
ENSG00000198561	ENST00000399050
ENSG00000034510	ENST00000233143
ENSG00000114861	ENST00000498215
ENSG00000129071	ENST00000249910
ENSG00000105193	ENST00000251453
ENSG00000099917	ENST00000292733
ENSG00000105655	ENST00000338128
ENSG00000130830	ENST00000369534
ENSG00000204673	ENST00000344175
ENSG00000123545	ENST00000316149
ENSG00000154222	ENST00000371586
ENSG00000039650	ENST00000322344
ENSG00000146918	ENST00000356309
ENSG00000107854	ENST00000371627
ENSG00000168275	ENST00000366613
ENSG00000155506	ENST00000336314
ENSG00000146731	ENST00000275603
ENSG00000198890	ENST00000370078
ENSG00000168438	ENST00000368932
ENSG00000148459	ENST00000376215
ENSG00000092199	ENST00000557201
ENSG00000136754	ENST00000376140
ENSG00000159023	ENST00000343067
ENSG00000143013	ENST00000370544
ENSG00000143751	ENST00000272091
ENSG00000142864	ENST00000370995
ENSG00000125450	ENST00000245544
ENSG00000142657	ENST00000270776
ENSG00000163041	ENST00000366815
ENSG00000135441	ENST00000548925
ENSG00000008282	ENST00000011473
ENSG00000121152	ENST00000240423
ENSG00000197275	ENST00000336148
ENSG00000105197	ENST00000544017
ENSG00000164609	ENST00000297151
ENSG00000174197	ENST00000219905
ENSG00000172366	ENST00000307650
ENSG00000104973	ENST00000312865
ENSG00000169045	ENST00000442819
ENSG00000189308	ENST00000340417
ENSG00000065243	ENST00000370521
ENSG00000113812	ENST00000335754
ENSG00000118707	ENST00000373874
ENSG00000121058	ENST00000240316
ENSG00000108578	ENST00000261714
ENSG00000213339	ENST00000250237
ENSG00000176396	ENST00000390658
ENSG00000106399	ENST00000223129
ENSG00000138674	ENST00000448323
ENSG00000088356	ENST00000202017
ENSG00000165283	ENST00000356493
ENSG00000165775	ENST00000369498
ENSG00000156261	ENST00000286788
ENSG00000197785	ENST00000378756
ENSG00000113811	ENST00000495461
ENSG00000011426	ENST00000265748
ENSG00000164944	ENST00000297591
ENSG00000213782	ENST00000358007
ENSG00000141279	ENST00000322157
ENSG00000144635	ENST00000273130
ENSG00000115685	ENST00000234038
ENSG00000170315	ENST00000302182
ENSG00000105202	ENST00000221801
ENSG00000064313	ENST00000378164
ENSG00000059588	ENST00000040877
ENSG00000160049	ENST00000377038
ENSG00000091009	ENST00000265271
ENSG00000198355	ENST00000360612
ENSG00000105701	ENST00000608443
ENSG00000168264	ENST00000366610
ENSG00000142655	ENST00000356607
ENSG00000165526	ENST00000298317
ENSG00000182827	ENST00000366812
ENSG00000117410	ENST00000472174
ENSG00000013275	ENST00000157812
ENSG00000132680	ENST00000368321
ENSG00000093144	ENST00000531967
ENSG00000105835	ENST00000222553
ENSG00000136982	ENST00000313655
ENSG00000114686	ENST00000264995
ENSG00000186106	ENST00000519597
ENSG00000141971	ENST00000317040
ENSG00000134882	ENST00000403766
ENSG00000074842	ENST00000262947
ENSG00000107874	ENST00000369937
ENSG00000218739	ENST00000402297
ENSG00000052749	ENST00000370992
ENSG00000152952	ENST00000282903
ENSG00000154001	ENST00000337537
ENSG00000115816	ENST00000234170
ENSG00000162695	ENST00000357650
ENSG00000132522	ENST00000380728
ENSG00000108826	ENST00000225969
ENSG00000128641	ENST00000392318
ENSG00000183814	ENST00000328205
ENSG00000164611	ENST00000352433
ENSG00000138778	ENST00000265148
ENSG00000028528	ENST00000261889
ENSG00000104960	ENST00000391842
ENSG00000158615	ENST00000367188
ENSG00000110619	ENST00000380525
ENSG00000105221	ENST00000392038
ENSG00000174842	ENST00000370360
ENSG00000166598	ENST00000299767
ENSG00000122952	ENST00000395405
ENSG00000138107	ENST00000369905
ENSG00000185515	ENST00000369462
ENSG00000105583	ENST00000596731
ENSG00000095059	ENST00000210060
ENSG00000121064	ENST00000262288
ENSG00000111605	ENST00000435070
ENSG00000095564	ENST00000265990
ENSG00000132005	ENST00000254325
ENSG00000167114	ENST00000300456
ENSG00000104774	ENST00000456935
ENSG00000117118	ENST00000375499
ENSG00000132507	ENST00000336452
ENSG00000099203	ENST00000214869
ENSG00000176407	ENST00000409785
ENSG00000079805	ENST00000389253
ENSG00000125445	ENST00000245539
ENSG00000127483	ENST00000312239
ENSG00000092010	ENST00000206451
ENSG00000112282	ENST00000368068
ENSG00000182934	ENST00000332118
ENSG00000186153	ENST00000566780
ENSG00000160075	ENST00000291386
ENSG00000112339	ENST00000367837
ENSG00000174173	ENST00000309922
ENSG00000166794	ENST00000300026
ENSG00000143727	ENST00000272065
ENSG00000101935	ENST00000262844
ENSG00000129128	ENST00000503362
ENSG00000137106	ENST00000318158
ENSG00000105223	ENST00000409735
ENSG00000035499	ENST00000265036
ENSG00000113649	ENST00000296702
ENSG00000111652	ENST00000229251
ENSG00000102870	ENST00000262525
ENSG00000131732	ENST00000380199
ENSG00000129103	ENST00000342190
ENSG00000133398	ENST00000255764
ENSG00000110074	ENST00000263578
ENSG00000110660	ENST00000525815
ENSG00000125304	ENST00000376387
ENSG00000118217	ENST00000367942
ENSG00000081154	ENST00000265260
ENSG00000137200	ENST00000373451
ENSG00000164967	ENST00000378959
ENSG00000001167	ENST00000341376
ENSG00000175166	ENST00000310118
ENSG00000099385	ENST00000215115
ENSG00000065150	ENST00000261574
ENSG00000139734	ENST00000400324
ENSG00000174749	ENST00000309733
ENSG00000100353	ENST00000216190
ENSG00000108829	ENST00000225972
ENSG00000172977	ENST00000341318
ENSG00000105700	ENST00000222307
ENSG00000117868	ENST00000251527
ENSG00000197019	ENST00000357949
ENSG00000198937	ENST00000373408
ENSG00000090013	ENST00000263368
