ensembl_gene_id	ensembl_transcript_id
ENSG00000164284	ENST00000329271
ENSG00000161036	ENST00000292616
ENSG00000177885	ENST00000316804
ENSG00000121057	ENST00000337714
ENSG00000010165	ENST00000361735
ENSG00000173726	ENST00000366607
ENSG00000089157	ENST00000392514
ENSG00000109861	ENST00000227266
ENSG00000198832	ENST00000400299
ENSG00000130224	ENST00000317135
ENSG00000168393	ENST00000305784
ENSG00000172922	ENST00000308418
ENSG00000077235	ENST00000356183
ENSG00000171848	ENST00000615152
ENSG00000138036	ENST00000605786
ENSG00000162736	ENST00000294785
ENSG00000125995	ENST00000374077
ENSG00000006015	ENST00000450195
ENSG00000244005	ENST00000374092
ENSG00000160410	ENST00000291842
ENSG00000172943	ENST00000357988
ENSG00000102024	ENST00000539310
ENSG00000198060	ENST00000358935
ENSG00000137100	ENST00000259632
ENSG00000101079	ENST00000349004
ENSG00000255112	ENST00000526991
ENSG00000070756	ENST00000318607
ENSG00000122218	ENST00000368069
ENSG00000124160	ENST00000290231
ENSG00000143774	ENST00000366728
ENSG00000221983	ENST00000430157
ENSG00000011376	ENST00000265537
ENSG00000072062	ENST00000308677
ENSG00000114391	ENST00000394077
ENSG00000137947	ENST00000370500
ENSG00000075239	ENST00000265838
ENSG00000104472	ENST00000220913
ENSG00000127337	ENST00000247843
ENSG00000144580	ENST00000273064
ENSG00000119912	ENST00000265986
ENSG00000085840	ENST00000371566
ENSG00000143157	ENST00000367876
ENSG00000105011	ENST00000263382
ENSG00000153944	ENST00000284073
ENSG00000188739	ENST00000408888
ENSG00000147955	ENST00000277010
ENSG00000152382	ENST00000367874
ENSG00000162885	ENST00000366600
ENSG00000134744	ENST00000257177
ENSG00000084444	ENST00000197268
ENSG00000138160	ENST00000260731
ENSG00000090054	ENST00000262554
ENSG00000101132	ENST00000371419
ENSG00000131373	ENST00000321169
ENSG00000037474	ENST00000264670
ENSG00000108671	ENST00000261712
ENSG00000284770	ENST00000406207
ENSG00000163866	ENST00000521580
ENSG00000182504	ENST00000341893
ENSG00000241945	ENST00000291576
ENSG00000113615	ENST00000398844
ENSG00000156639	ENST00000287218
ENSG00000122873	ENST00000333926
ENSG00000152700	ENST00000402673
ENSG00000108349	ENST00000264645
ENSG00000213380	ENST00000306875
ENSG00000137054	ENST00000377798
ENSG00000107438	ENST00000329399
ENSG00000116350	ENST00000373795
ENSG00000132603	ENST00000254940
ENSG00000129911	ENST00000250916
ENSG00000062822	ENST00000440232
ENSG00000139800	ENST00000267294
ENSG00000140545	ENST00000268150
ENSG00000224877	ENST00000431388
ENSG00000181610	ENST00000313608
ENSG00000132604	ENST00000254942
ENSG00000139428	ENST00000545712
ENSG00000100934	ENST00000307712
ENSG00000085185	ENST00000540052
ENSG00000116984	ENST00000366577
ENSG00000099804	ENST00000215574
ENSG00000186298	ENST00000340766
ENSG00000163479	ENST00000295702
ENSG00000141076	ENST00000314423
ENSG00000116641	ENST00000340370
ENSG00000115758	ENST00000234111
ENSG00000171311	ENST00000370902
ENSG00000169241	ENST00000368404
ENSG00000140365	ENST00000267935
ENSG00000089737	ENST00000621632
ENSG00000184009	ENST00000573283
ENSG00000164615	ENST00000297156
ENSG00000116288	ENST00000338639
ENSG00000173486	ENST00000309366
ENSG00000161204	ENST00000429586
ENSG00000116584	ENST00000361247
ENSG00000077312	ENST00000243563
ENSG00000203485	ENST00000392634
ENSG00000043355	ENST00000376335
ENSG00000177731	ENST00000327031
ENSG00000171314	ENST00000334828
ENSG00000184900	ENST00000332859
ENSG00000131437	ENST00000378746
ENSG00000164024	ENST00000296411
ENSG00000258429	ENST00000288022
ENSG00000121481	ENST00000367510
ENSG00000105662	ENST00000338797
ENSG00000132612	ENST00000254950
ENSG00000105793	ENST00000222511
ENSG00000117448	ENST00000351829
ENSG00000185504	ENST00000327787
ENSG00000113712	ENST00000515768
ENSG00000054267	ENST00000264183
ENSG00000165914	ENST00000328459
ENSG00000114867	ENST00000352767
ENSG00000140526	ENST00000352732
ENSG00000173457	ENST00000309318
ENSG00000182446	ENST00000331134
ENSG00000115419	ENST00000320717
ENSG00000161671	ENST00000334976
ENSG00000196588	ENST00000355630
ENSG00000162972	ENST00000295079
ENSG00000157224	ENST00000287916
ENSG00000116285	ENST00000377482
ENSG00000065613	ENST00000369755
ENSG00000168078	ENST00000301905
ENSG00000214026	ENST00000397298
ENSG00000179085	ENST00000368399
ENSG00000172270	ENST00000333511
ENSG00000074582	ENST00000359273
ENSG00000115415	ENST00000361099
ENSG00000186395	ENST00000269576
ENSG00000136451	ENST00000581208
ENSG00000185298	ENST00000329214
ENSG00000108064	ENST00000487519
ENSG00000239900	ENST00000623063
ENSG00000172172	ENST00000306185
ENSG00000136450	ENST00000258962
ENSG00000105677	ENST00000222284
ENSG00000121486	ENST00000367506
ENSG00000196591	ENST00000519065
ENSG00000131899	ENST00000316843
ENSG00000166411	ENST00000299518
ENSG00000196700	ENST00000369888
ENSG00000135046	ENST00000257497
ENSG00000164597	ENST00000297135
ENSG00000185722	ENST00000574367
ENSG00000123136	ENST00000242776
ENSG00000184752	ENST00000327772
ENSG00000147162	ENST00000373719
ENSG00000183255	ENST00000330938
ENSG00000185359	ENST00000329138
ENSG00000163166	ENST00000295321
ENSG00000153250	ENST00000348849
ENSG00000141002	ENST00000263346
ENSG00000115286	ENST00000233627
ENSG00000139684	ENST00000378720
ENSG00000112655	ENST00000230419
ENSG00000146834	ENST00000310512
ENSG00000184207	ENST00000333503
ENSG00000075131	ENST00000261881
ENSG00000123143	ENST00000342216
ENSG00000145833	ENST00000354283
ENSG00000167965	ENST00000564088
ENSG00000106153	ENST00000395422
ENSG00000166734	ENST00000299957
ENSG00000185787	ENST00000331268
ENSG00000106355	ENST00000450169
ENSG00000181904	ENST00000394976
ENSG00000108582	ENST00000225719
ENSG00000086061	ENST00000330899
ENSG00000099381	ENST00000262519
ENSG00000197894	ENST00000296412
ENSG00000137944	ENST00000260508
ENSG00000135506	ENST00000315970
ENSG00000013306	ENST00000377095
ENSG00000154767	ENST00000285021
ENSG00000143575	ENST00000328703
ENSG00000145425	ENST00000274065
ENSG00000169895	ENST00000380155
ENSG00000182973	ENST00000328834
ENSG00000142039	ENST00000269967
ENSG00000102081	ENST00000370475
ENSG00000154945	ENST00000285243
ENSG00000089159	ENST00000228307
ENSG00000105341	ENST00000221943
ENSG00000160813	ENST00000292330
ENSG00000170876	ENST00000306077
ENSG00000116353	ENST00000263702
ENSG00000227500	ENST00000316097
ENSG00000100994	ENST00000216962
ENSG00000144791	ENST00000273317
ENSG00000077348	ENST00000221233
ENSG00000175768	ENST00000544379
ENSG00000122692	ENST00000397149
ENSG00000211456	ENST00000389061
ENSG00000100997	ENST00000376542
ENSG00000073111	ENST00000265056
ENSG00000143033	ENST00000370298
ENSG00000169032	ENST00000307102
ENSG00000164258	ENST00000296684
ENSG00000105323	ENST00000392006
ENSG00000117143	ENST00000367926
ENSG00000181704	ENST00000462683
ENSG00000067596	ENST00000262415
ENSG00000092208	ENST00000308317
ENSG00000185420	ENST00000490107
ENSG00000127616	ENST00000344626
ENSG00000147257	ENST00000394299
ENSG00000171723	ENST00000478722
ENSG00000005007	ENST00000262803
ENSG00000131876	ENST00000254193
ENSG00000004059	ENST00000000233
ENSG00000123159	ENST00000345425
ENSG00000115233	ENST00000409682
ENSG00000138777	ENST00000341695
ENSG00000264364	ENST00000579991
ENSG00000160305	ENST00000417564
ENSG00000099800	ENST00000215570
ENSG00000104722	ENST00000221166
ENSG00000147400	ENST00000370277
ENSG00000176619	ENST00000325327
ENSG00000170638	ENST00000303434
ENSG00000165138	ENST00000353234
ENSG00000141994	ENST00000309061
ENSG00000147383	ENST00000370274
ENSG00000085491	ENST00000565488
ENSG00000156709	ENST00000287295
ENSG00000155959	ENST00000286428
ENSG00000132002	ENST00000254322
ENSG00000142599	ENST00000400908
ENSG00000161203	ENST00000382456
ENSG00000099797	ENST00000215567
ENSG00000248098	ENST00000269980
ENSG00000073921	ENST00000393346
ENSG00000065833	ENST00000369705
ENSG00000115761	ENST00000381685
ENSG00000100811	ENST00000262238
ENSG00000139154	ENST00000398864
ENSG00000136159	ENST00000258662
ENSG00000139372	ENST00000392872
ENSG00000131148	ENST00000253457
ENSG00000081019	ENST00000261441
ENSG00000131143	ENST00000253452
ENSG00000172725	ENST00000341356
ENSG00000129625	ENST00000379638
ENSG00000198730	ENST00000361367
ENSG00000163463	ENST00000295682
ENSG00000139579	ENST00000267023
ENSG00000100911	ENST00000216802
ENSG00000080802	ENST00000541284
ENSG00000197056	ENST00000359858
ENSG00000142156	ENST00000361866
ENSG00000162851	ENST00000366514
ENSG00000138095	ENST00000260665
ENSG00000113648	ENST00000511689
ENSG00000181163	ENST00000296930
ENSG00000113719	ENST00000393784
ENSG00000164244	ENST00000296666
ENSG00000159840	ENST00000322764
ENSG00000110696	ENST00000228136
ENSG00000214160	ENST00000397676
ENSG00000108298	ENST00000225430
ENSG00000186660	ENST00000316059
ENSG00000105372	ENST00000598742
ENSG00000163946	ENST00000493960
ENSG00000158526	ENST00000375151
ENSG00000137575	ENST00000413219
ENSG00000037241	ENST00000265100
ENSG00000112031	ENST00000367233
ENSG00000102054	ENST00000380084
ENSG00000168488	ENST00000395547
ENSG00000065268	ENST00000585809
ENSG00000143862	ENST00000272217
ENSG00000076928	ENST00000337665
ENSG00000112029	ENST00000229758
ENSG00000169375	ENST00000394949
ENSG00000086712	ENST00000380122
ENSG00000223802	ENST00000429504
ENSG00000177383	ENST00000317897
ENSG00000108788	ENST00000246912
ENSG00000107951	ENST00000263063
ENSG00000089486	ENST00000567695
ENSG00000108587	ENST00000225724
ENSG00000105379	ENST00000354232
ENSG00000176623	ENST00000406452
ENSG00000197958	ENST00000361436
ENSG00000142002	ENST00000262960
ENSG00000188313	ENST00000342435
ENSG00000030582	ENST00000053867
ENSG00000067955	ENST00000412916
ENSG00000232112	ENST00000438607
ENSG00000149257	ENST00000358171
ENSG00000156531	ENST00000332070
ENSG00000160221	ENST00000291577
ENSG00000140983	ENST00000315082
ENSG00000134057	ENST00000256442
ENSG00000143870	ENST00000272227
ENSG00000105671	ENST00000247003
ENSG00000149532	ENST00000340437
ENSG00000117505	ENST00000370272
ENSG00000057252	ENST00000367619
ENSG00000067141	ENST00000261908
ENSG00000117500	ENST00000370282
ENSG00000128965	ENST00000617768
ENSG00000135698	ENST00000258169
ENSG00000060339	ENST00000265872
ENSG00000055044	ENST00000264279
ENSG00000196562	ENST00000359930
ENSG00000107789	ENST00000371996
ENSG00000105669	ENST00000262812
ENSG00000165704	ENST00000298556
ENSG00000278311	ENST00000613102
ENSG00000101337	ENST00000398022
ENSG00000075151	ENST00000602326
ENSG00000094914	ENST00000209873
ENSG00000275066	ENST00000612223
ENSG00000185825	ENST00000458587
ENSG00000110063	ENST00000263579
ENSG00000051108	ENST00000439977
ENSG00000113732	ENST00000519374
ENSG00000153044	ENST00000283006
ENSG00000164983	ENST00000297632
ENSG00000163481	ENST00000295704
ENSG00000134056	ENST00000256441
ENSG00000146872	ENST00000346027
ENSG00000108523	ENST00000262482
ENSG00000160803	ENST00000368309
ENSG00000099624	ENST00000215375
ENSG00000094804	ENST00000209728
ENSG00000143653	ENST00000366510
ENSG00000166974	ENST00000436190
ENSG00000102572	ENST00000539966
ENSG00000099860	ENST00000215631
ENSG00000135404	ENST00000257857
ENSG00000174437	ENST00000539276
ENSG00000051523	ENST00000261623
ENSG00000114982	ENST00000431828
ENSG00000058729	ENST00000283109
ENSG00000153207	ENST00000326225
ENSG00000147099	ENST00000373573
ENSG00000108528	ENST00000225665
ENSG00000164402	ENST00000378719
ENSG00000167985	ENST00000301761
ENSG00000167470	ENST00000300952
ENSG00000182087	ENST00000356663
ENSG00000172757	ENST00000308162
ENSG00000100258	ENST00000474879
ENSG00000130005	ENST00000447102
ENSG00000101161	ENST00000266079
ENSG00000147687	ENST00000276692
ENSG00000151239	ENST00000548315
ENSG00000116560	ENST00000357214
ENSG00000114744	ENST00000473414
ENSG00000213246	ENST00000225504
ENSG00000131473	ENST00000352035
ENSG00000137955	ENST00000319942
ENSG00000086062	ENST00000379731
ENSG00000135821	ENST00000417584
ENSG00000131462	ENST00000251413
ENSG00000113734	ENST00000351486
ENSG00000138758	ENST00000264893
ENSG00000105404	ENST00000222008
ENSG00000169180	ENST00000304658
ENSG00000099795	ENST00000215565
ENSG00000072803	ENST00000265094
ENSG00000164182	ENST00000296597
ENSG00000117054	ENST00000420607
ENSG00000124767	ENST00000373365
ENSG00000174886	ENST00000418389
ENSG00000170017	ENST00000306107
ENSG00000131725	ENST00000254029
ENSG00000154639	ENST00000284878
ENSG00000103966	ENST00000220325
ENSG00000167508	ENST00000301012
ENSG00000136492	ENST00000259008
ENSG00000147684	ENST00000276689
ENSG00000138078	ENST00000409272
ENSG00000079931	ENST00000367963
ENSG00000162702	ENST00000294740
ENSG00000117318	ENST00000374561
ENSG00000133243	ENST00000255608
ENSG00000108861	ENST00000226004
ENSG00000087586	ENST00000347343
ENSG00000132388	ENST00000396981
ENSG00000064651	ENST00000262461
ENSG00000164941	ENST00000523731
ENSG00000153443	ENST00000283474
ENSG00000142676	ENST00000643754
ENSG00000105135	ENST00000263383
ENSG00000140829	ENST00000268482
ENSG00000099995	ENST00000215793
ENSG00000031823	ENST00000340578
ENSG00000101347	ENST00000646673
ENSG00000122026	ENST00000311549
ENSG00000146247	ENST00000275034
ENSG00000120948	ENST00000240185
ENSG00000115677	ENST00000391975
ENSG00000105568	ENST00000322088
ENSG00000198087	ENST00000359314
ENSG00000164294	ENST00000503787
ENSG00000112759	ENST00000371755
ENSG00000164924	ENST00000457309
ENSG00000056277	ENST00000370978
ENSG00000131747	ENST00000423485
ENSG00000106799	ENST00000374994
ENSG00000125931	ENST00000431381
ENSG00000115365	ENST00000233714
ENSG00000099821	ENST00000588649
ENSG00000196313	ENST00000434423
ENSG00000102309	ENST00000373669
ENSG00000143486	ENST00000271764
ENSG00000198034	ENST00000316084
ENSG00000011007	ENST00000418390
ENSG00000119333	ENST00000372715
ENSG00000071626	ENST00000233078
ENSG00000090989	ENST00000381295
ENSG00000105722	ENST00000222329
ENSG00000197694	ENST00000372739
ENSG00000129460	ENST00000408901
ENSG00000105723	ENST00000222330
ENSG00000100941	ENST00000216832
ENSG00000118193	ENST00000367350
ENSG00000080503	ENST00000349721
ENSG00000141252	ENST00000437048
ENSG00000158717	ENST00000312838
ENSG00000171681	ENST00000261168
ENSG00000130449	ENST00000252744
ENSG00000250021	ENST00000398333
ENSG00000140905	ENST00000315467
ENSG00000278053	ENST00000617633
ENSG00000138434	ENST00000431877
ENSG00000138439	ENST00000392238
ENSG00000130119	ENST00000336470
ENSG00000186566	ENST00000591680
ENSG00000118816	ENST00000237654
ENSG00000108510	ENST00000397786
ENSG00000178425	ENST00000319550
ENSG00000074800	ENST00000234590
ENSG00000129680	ENST00000316077
ENSG00000089693	ENST00000435120
ENSG00000174442	ENST00000307897
ENSG00000110711	ENST00000279146
ENSG00000182979	ENST00000331320
ENSG00000181873	ENST00000366711
ENSG00000104969	ENST00000221566
ENSG00000183072	ENST00000329198
ENSG00000025770	ENST00000299821
ENSG00000198792	ENST00000361684
ENSG00000198420	ENST00000479870
ENSG00000105676	ENST00000392335
ENSG00000138413	ENST00000345146
ENSG00000174705	ENST00000311601
ENSG00000106803	ENST00000223641
ENSG00000166451	ENST00000305850
ENSG00000154640	ENST00000348354
ENSG00000118482	ENST00000262043
ENSG00000070423	ENST00000292363
ENSG00000163466	ENST00000315717
ENSG00000105429	ENST00000334370
ENSG00000113739	ENST00000265087
ENSG00000101346	ENST00000375749
ENSG00000230989	ENST00000433866
ENSG00000152492	ENST00000392455
ENSG00000120129	ENST00000239223
ENSG00000174444	ENST00000307961
ENSG00000145919	ENST00000311086
ENSG00000168385	ENST00000391973
ENSG00000181191	ENST00000361478
ENSG00000091039	ENST00000261183
ENSG00000064607	ENST00000337018
ENSG00000125686	ENST00000300651
ENSG00000061987	ENST00000393630
ENSG00000180329	ENST00000315286
ENSG00000139645	ENST00000267116
ENSG00000213923	ENST00000359867
ENSG00000073536	ENST00000442241
ENSG00000162889	ENST00000367103
ENSG00000099875	ENST00000250896
ENSG00000119396	ENST00000373840
ENSG00000173786	ENST00000393892
ENSG00000132780	ENST00000350030
ENSG00000142173	ENST00000300527
ENSG00000168256	ENST00000393881
ENSG00000105355	ENST00000221957
ENSG00000141867	ENST00000263377
ENSG00000140497	ENST00000268099
ENSG00000112658	ENST00000265354
ENSG00000138138	ENST00000308448
ENSG00000168259	ENST00000457167
ENSG00000197837	ENST00000539745
ENSG00000213397	ENST00000370211
ENSG00000108091	ENST00000263102
ENSG00000275700	ENST00000619387
ENSG00000135912	ENST00000392102
ENSG00000176658	ENST00000318217
ENSG00000171103	ENST00000306108
ENSG00000184226	ENST00000377865
ENSG00000084463	ENST00000261167
ENSG00000077380	ENST00000397119
ENSG00000123353	ENST00000243045
ENSG00000184277	ENST00000333202
ENSG00000113845	ENST00000494664
ENSG00000160714	ENST00000292211
ENSG00000140395	ENST00000267973
ENSG00000086065	ENST00000223500
ENSG00000185591	ENST00000327443
ENSG00000118418	ENST00000620514
ENSG00000166803	ENST00000300035
ENSG00000178028	ENST00000361745
ENSG00000127837	ENST00000248450
ENSG00000136758	ENST00000376016
ENSG00000049449	ENST00000054950
ENSG00000134001	ENST00000256383
ENSG00000117592	ENST00000340385
ENSG00000109911	ENST00000640961
ENSG00000100554	ENST00000216442
ENSG00000198612	ENST00000354371
ENSG00000140521	ENST00000442287
ENSG00000142949	ENST00000359947
ENSG00000164253	ENST00000296679
ENSG00000136146	ENST00000258648
ENSG00000140854	ENST00000379661
ENSG00000164405	ENST00000378670
ENSG00000161526	ENST00000584667
ENSG00000172009	ENST00000307741
ENSG00000160679	ENST00000368690
ENSG00000070087	ENST00000239940
ENSG00000169905	ENST00000367612
ENSG00000169905	ENST00000482587
ENSG00000140525	ENST00000310775
ENSG00000067248	ENST00000251636
ENSG00000189241	ENST00000368608
ENSG00000140105	ENST00000355338
ENSG00000134884	ENST00000400198
ENSG00000105127	ENST00000269701
ENSG00000011243	ENST00000397410
ENSG00000101003	ENST00000262460
ENSG00000108518	ENST00000225655
ENSG00000118200	ENST00000358823
ENSG00000102858	ENST00000262370
ENSG00000198648	ENST00000355999
ENSG00000165637	ENST00000543351
ENSG00000198677	ENST00000358746
ENSG00000156642	ENST00000345330
ENSG00000125166	ENST00000245206
ENSG00000140995	ENST00000268676
ENSG00000182054	ENST00000330062
ENSG00000134690	ENST00000327331
ENSG00000172466	ENST00000261332
ENSG00000170899	ENST00000370963
ENSG00000143337	ENST00000606911
ENSG00000039123	ENST00000230640
ENSG00000108883	ENST00000426333
ENSG00000132382	ENST00000381556
ENSG00000111832	ENST00000466444
ENSG00000173171	ENST00000368376
ENSG00000205302	ENST00000379516
ENSG00000007520	ENST00000007390
ENSG00000102316	ENST00000375068
ENSG00000116161	ENST00000367679
ENSG00000143190	ENST00000367866
ENSG00000120333	ENST00000476371
ENSG00000141959	ENST00000349048
ENSG00000213079	ENST00000367178
ENSG00000153391	ENST00000441607
ENSG00000086102	ENST00000379540
ENSG00000174607	ENST00000310836
ENSG00000176390	ENST00000324238
ENSG00000089289	ENST00000356413
ENSG00000134590	ENST00000257013
ENSG00000196141	ENST00000409140
ENSG00000029639	ENST00000367166
ENSG00000064666	ENST00000263097
ENSG00000179820	ENST00000336967
ENSG00000278845	ENST00000613675
ENSG00000182768	ENST00000379095
ENSG00000120149	ENST00000239243
ENSG00000115942	ENST00000234296
ENSG00000068796	ENST00000407818
ENSG00000169288	ENST00000315567
ENSG00000185043	ENST00000328649
ENSG00000119013	ENST00000237889
ENSG00000197157	ENST00000354725
ENSG00000163743	ENST00000324439
ENSG00000115128	ENST00000233468
ENSG00000086200	ENST00000409296
ENSG00000115268	ENST00000592588
ENSG00000168938	ENST00000306442
ENSG00000171853	ENST00000324266
ENSG00000137124	ENST00000377698
ENSG00000086189	ENST00000199320
ENSG00000141429	ENST00000269195
ENSG00000148834	ENST00000369713
ENSG00000203950	ENST00000370775
ENSG00000167258	ENST00000447079
ENSG00000196449	ENST00000373044
ENSG00000186468	ENST00000296674
ENSG00000152253	ENST00000282074
ENSG00000172292	ENST00000305747
ENSG00000060656	ENST00000345512
ENSG00000141428	ENST00000592875
ENSG00000160284	ENST00000291672
ENSG00000138495	ENST00000261070
ENSG00000185721	ENST00000331457
ENSG00000160285	ENST00000356396
ENSG00000170906	ENST00000419113
ENSG00000104738	ENST00000262105
ENSG00000058804	ENST00000371429
ENSG00000184708	ENST00000397525
ENSG00000116586	ENST00000368305
ENSG00000105618	ENST00000321030
ENSG00000023318	ENST00000262455
ENSG00000167797	ENST00000301488
ENSG00000134058	ENST00000256443
ENSG00000133393	ENST00000255759
ENSG00000047634	ENST00000380041
ENSG00000196924	ENST00000369850
ENSG00000088038	ENST00000221232
ENSG00000168066	ENST00000377387
ENSG00000128944	ENST00000249776
ENSG00000066135	ENST00000372396
ENSG00000066777	ENST00000262215
ENSG00000196510	ENST00000455511
ENSG00000172432	ENST00000307126
ENSG00000143228	ENST00000367900
ENSG00000111229	ENST00000228825
ENSG00000116649	ENST00000376957
ENSG00000121022	ENST00000357849
ENSG00000178035	ENST00000326739
ENSG00000074266	ENST00000263360
ENSG00000134597	ENST00000305536
ENSG00000120756	ENST00000337777
ENSG00000096384	ENST00000371646
ENSG00000165898	ENST00000556816
ENSG00000141425	ENST00000399022
ENSG00000119655	ENST00000555619
ENSG00000070814	ENST00000439160
ENSG00000139687	ENST00000267163
ENSG00000138829	ENST00000262464
ENSG00000198218	ENST00000395443
ENSG00000090889	ENST00000374403
ENSG00000067829	ENST00000217901
ENSG00000120509	ENST00000239666
ENSG00000183431	ENST00000373019
ENSG00000174695	ENST00000502346
ENSG00000170889	ENST00000302907
ENSG00000169679	ENST00000302759
ENSG00000167967	ENST00000301727
ENSG00000127838	ENST00000273077
ENSG00000120802	ENST00000266732
ENSG00000172795	ENST00000389063
ENSG00000148019	ENST00000415759
ENSG00000187446	ENST00000334660
ENSG00000103855	ENST00000318443
ENSG00000140575	ENST00000268182
ENSG00000183617	ENST00000330133
ENSG00000047410	ENST00000367478
ENSG00000077152	ENST00000646651
ENSG00000103222	ENST00000399410
ENSG00000066583	ENST00000173527
ENSG00000102119	ENST00000369842
ENSG00000112685	ENST00000230449
ENSG00000143162	ENST00000370509
ENSG00000131724	ENST00000371666
ENSG00000119559	ENST00000585675
ENSG00000171204	ENST00000358867
ENSG00000160256	ENST00000291634
ENSG00000153201	ENST00000283195
ENSG00000149485	ENST00000350997
ENSG00000160710	ENST00000368474
ENSG00000137804	ENST00000414849
ENSG00000134759	ENST00000358232
ENSG00000134825	ENST00000537328
ENSG00000151353	ENST00000281017
ENSG00000104147	ENST00000220514
ENSG00000103018	ENST00000307892
ENSG00000165644	ENST00000372538
ENSG00000072364	ENST00000265343
ENSG00000134824	ENST00000278840
ENSG00000170776	ENST00000361243
ENSG00000077232	ENST00000264065
ENSG00000116857	ENST00000367334
ENSG00000168496	ENST00000305885
ENSG00000165655	ENST00000372524
ENSG00000157593	ENST00000393812
ENSG00000155366	ENST00000369633
ENSG00000118402	ENST00000369816
ENSG00000174460	ENST00000310164
ENSG00000091947	ENST00000589334
ENSG00000141424	ENST00000269187
ENSG00000204856	ENST00000377673
ENSG00000012660	ENST00000370918
ENSG00000124608	ENST00000244571
ENSG00000111231	ENST00000543199
ENSG00000214736	ENST00000398884
ENSG00000137274	ENST00000380379
ENSG00000273841	ENST00000217893
ENSG00000153989	ENST00000368494
ENSG00000183386	ENST00000373016
ENSG00000197965	ENST00000359523
ENSG00000149196	ENST00000278483
ENSG00000164587	ENST00000401695
ENSG00000072210	ENST00000339618
ENSG00000140941	ENST00000268607
ENSG00000146463	ENST00000314607
ENSG00000137038	ENST00000358227
ENSG00000119392	ENST00000309971
ENSG00000183520	ENST00000373014
ENSG00000163349	ENST00000426820
ENSG00000102409	ENST00000372691
ENSG00000124688	ENST00000372171
ENSG00000178538	ENST00000317995
ENSG00000163006	ENST00000295124
ENSG00000161654	ENST00000591247
ENSG00000197111	ENST00000359462
ENSG00000085231	ENST00000380822
ENSG00000180667	ENST00000315927
ENSG00000096080	ENST00000372133
ENSG00000127663	ENST00000159111
ENSG00000214114	ENST00000397572
ENSG00000131368	ENST00000253686
ENSG00000137267	ENST00000333628
ENSG00000141456	ENST00000572293
ENSG00000160789	ENST00000368300
ENSG00000112667	ENST00000230431
ENSG00000175556	ENST00000371628
ENSG00000205352	ENST00000429243
ENSG00000169446	ENST00000305963
ENSG00000180822	ENST00000419065
ENSG00000154370	ENST00000284551
ENSG00000137285	ENST00000259818
ENSG00000078674	ENST00000325083
ENSG00000086589	ENST00000199814
ENSG00000163811	ENST00000407426
ENSG00000196950	ENST00000409086
ENSG00000180964	ENST00000360000
ENSG00000101856	ENST00000217971
ENSG00000130382	ENST00000252674
ENSG00000047188	ENST00000161863
ENSG00000139620	ENST00000420613
ENSG00000068654	ENST00000263857
ENSG00000011304	ENST00000356948
ENSG00000160294	ENST00000291688
ENSG00000143553	ENST00000368685
ENSG00000143621	ENST00000361891
ENSG00000141349	ENST00000269097
ENSG00000125656	ENST00000245816
ENSG00000188807	ENST00000340381
ENSG00000102531	ENST00000492622
ENSG00000170606	ENST00000304858
ENSG00000112699	ENST00000380815
ENSG00000161888	ENST00000592540
ENSG00000096401	ENST00000371477
ENSG00000130164	ENST00000558518
ENSG00000167526	ENST00000311528
ENSG00000148175	ENST00000286713
ENSG00000001630	ENST00000003100
ENSG00000099246	ENST00000356940
ENSG00000178802	ENST00000352410
ENSG00000181218	ENST00000366695
ENSG00000196890	ENST00000620438
ENSG00000112742	ENST00000369798
ENSG00000111237	ENST00000360579
ENSG00000124831	ENST00000392000
ENSG00000133134	ENST00000536889
ENSG00000164305	ENST00000523916
ENSG00000102908	ENST00000627621
ENSG00000099817	ENST00000615234
ENSG00000174177	ENST00000453996
ENSG00000173812	ENST00000469257
ENSG00000116521	ENST00000302631
ENSG00000178952	ENST00000313511
ENSG00000110492	ENST00000359803
ENSG00000138663	ENST00000264389
ENSG00000132912	ENST00000446090
ENSG00000091640	ENST00000206020
ENSG00000134900	ENST00000376065
ENSG00000102038	ENST00000371122
ENSG00000174574	ENST00000432648
ENSG00000038427	ENST00000265077
ENSG00000104388	ENST00000262646
ENSG00000067334	ENST00000436063
ENSG00000116260	ENST00000367602
ENSG00000066279	ENST00000367409
ENSG00000113583	ENST00000231512
ENSG00000125652	ENST00000245812
ENSG00000102241	ENST00000218364
ENSG00000102098	ENST00000251900
ENSG00000196428	ENST00000361875
ENSG00000168653	ENST00000372967
ENSG00000163754	ENST00000345003
ENSG00000023909	ENST00000370238
ENSG00000117222	ENST00000264515
ENSG00000129315	ENST00000261900
ENSG00000075415	ENST00000228318
ENSG00000213585	ENST00000265333
ENSG00000184924	ENST00000328379
ENSG00000196655	ENST00000533632
ENSG00000120742	ENST00000239944
ENSG00000125651	ENST00000394456
ENSG00000198843	ENST00000471696
ENSG00000173674	ENST00000379607
ENSG00000119707	ENST00000261973
ENSG00000118181	ENST00000527673
ENSG00000137815	ENST00000389629
ENSG00000144895	ENST00000460851
ENSG00000116455	ENST00000235090
ENSG00000119616	ENST00000341162
ENSG00000116459	ENST00000369722
ENSG00000166503	ENST00000299633
ENSG00000064726	ENST00000261721
ENSG00000142168	ENST00000270142
ENSG00000057757	ENST00000246151
ENSG00000186522	ENST00000397712
ENSG00000166557	ENST00000299705
ENSG00000176974	ENST00000316694
ENSG00000169612	ENST00000304191
ENSG00000161800	ENST00000454520
ENSG00000128708	ENST00000264108
ENSG00000151725	ENST00000281453
