Gene	Nuclear Fraction	Percentile
ENSG00000287133	0.8	80.7978
ENSG00000231154	0.8	80.8048
ENSG00000288018	0.8	80.8118
ENSG00000106258	0.8	80.8188
ENSG00000242798	0.8	80.8259
ENSG00000267892	0.8	80.8329
ENSG00000287759	0.8	80.8399
ENSG00000236209	0.8	80.8469
ENSG00000235513	0.8	80.8539
ENSG00000260589	0.8	80.8609
ENSG00000284634	0.8	80.8679
ENSG00000132259	0.8	80.8749
ENSG00000270096	0.8	80.8819
ENSG00000273275	0.8	80.889
ENSG00000223692	0.8	80.896
ENSG00000177822	0.8	80.903
ENSG00000080345	0.8	80.91
ENSG00000164151	0.8	80.917
ENSG00000089123	0.8	80.924
ENSG00000198198	0.801	80.931
ENSG00000129003	0.801	80.938
ENSG00000140993	0.801	80.945
ENSG00000227398	0.802	80.952
ENSG00000180530	0.802	80.9591
ENSG00000187608	0.802	80.9661
ENSG00000260899	0.802	80.9731
ENSG00000167785	0.802	80.9801
ENSG00000273230	0.802	80.9871
ENSG00000229931	0.802	80.9941
ENSG00000236651	0.802	81.0011
ENSG00000234602	0.802	81.0081
ENSG00000176542	0.803	81.0151
ENSG00000152520	0.803	81.0222
ENSG00000179841	0.803	81.0292
ENSG00000051825	0.803	81.0362
ENSG00000162946	0.803	81.0432
ENSG00000198718	0.803	81.0502
ENSG00000187790	0.803	81.0572
ENSG00000276445	0.803	81.0642
ENSG00000283155	0.803	81.0712
ENSG00000164066	0.803	81.0782
ENSG00000151012	0.804	81.0852
ENSG00000182253	0.804	81.0923
ENSG00000286416	0.806	81.0993
ENSG00000074855	0.806	81.1063
ENSG00000225975	0.806	81.1133
ENSG00000137872	0.806	81.1203
ENSG00000150893	0.806	81.1273
ENSG00000177034	0.806	81.1343
ENSG00000178665	0.806	81.1413
ENSG00000151612	0.806	81.1483
ENSG00000138386	0.806	81.1554
ENSG00000138448	0.806	81.1624
ENSG00000216895	0.806	81.1694
ENSG00000076641	0.806	81.1764
ENSG00000178567	0.806	81.1834
ENSG00000224536	0.806	81.1904
ENSG00000198939	0.806	81.1974
ENSG00000134852	0.807	81.2044
ENSG00000169231	0.807	81.2114
ENSG00000059145	0.807	81.2185
ENSG00000251026	0.807	81.2255
ENSG00000111860	0.807	81.2325
ENSG00000178038	0.807	81.2395
ENSG00000213928	0.807	81.2465
ENSG00000138615	0.808	81.2535
ENSG00000167554	0.808	81.2605
ENSG00000262185	0.808	81.2675
ENSG00000198569	0.808	81.2745
ENSG00000038382	0.808	81.2815
ENSG00000109576	0.808	81.2886
ENSG00000143674	0.808	81.2956
ENSG00000133466	0.808	81.3026
ENSG00000147459	0.808	81.3096
ENSG00000112297	0.808	81.3166
ENSG00000115616	0.808	81.3236
ENSG00000198799	0.808	81.3306
ENSG00000273419	0.808	81.3376
ENSG00000179008	0.809	81.3446
ENSG00000113448	0.809	81.3517
ENSG00000056558	0.809	81.3587
ENSG00000240891	0.809	81.3657
ENSG00000135637	0.809	81.3727
ENSG00000128881	0.809	81.3797
ENSG00000142449	0.809	81.3867
ENSG00000274925	0.809	81.3937
ENSG00000279968	0.809	81.4007
ENSG00000181544	0.809	81.4077
ENSG00000032219	0.809	81.4148
ENSG00000229278	0.81	81.4218
ENSG00000227896	0.81	81.4288
ENSG00000225156	0.81	81.4358
ENSG00000235052	0.81	81.4428
ENSG00000179930	0.81	81.4498
ENSG00000168811	0.81	81.4568
ENSG00000257027	0.81	81.4638
ENSG00000094975	0.81	81.4708
ENSG00000214106	0.81	81.4778
ENSG00000230797	0.81	81.4849
ENSG00000091622	0.81	81.4919
ENSG00000163617	0.811	81.4989
ENSG00000258890	0.811	81.5059
ENSG00000205593	0.811	81.5129
ENSG00000105219	0.811	81.5199
ENSG00000283403	0.811	81.5269
ENSG00000176222	0.811	81.5339
ENSG00000164330	0.811	81.5409
ENSG00000269973	0.811	81.548
ENSG00000170500	0.811	81.555
ENSG00000138336	0.811	81.562
ENSG00000239523	0.812	81.569
ENSG00000001629	0.812	81.576
ENSG00000128191	0.812	81.583
ENSG00000054690	0.812	81.59
ENSG00000110237	0.812	81.597
ENSG00000241163	0.812	81.604
ENSG00000277715	0.812	81.611
ENSG00000254639	0.812	81.6181
ENSG00000272812	0.812	81.6251
ENSG00000167555	0.812	81.6321
ENSG00000281333	0.812	81.6391
ENSG00000228649	0.812	81.6461
ENSG00000287683	0.812	81.6531
ENSG00000234134	0.812	81.6601
ENSG00000280739	0.812	81.6671
ENSG00000246627	0.812	81.6741
ENSG00000227954	0.812	81.6812
ENSG00000236528	0.812	81.6882
ENSG00000128254	0.812	81.6952
ENSG00000279571	0.812	81.7022
ENSG00000120662	0.813	81.7092
ENSG00000092439	0.813	81.7162
ENSG00000260244	0.813	81.7232
ENSG00000161010	0.813	81.7302
ENSG00000164362	0.813	81.7372
ENSG00000261659	0.814	81.7443
ENSG00000142065	0.814	81.7513
ENSG00000235092	0.814	81.7583
ENSG00000264772	0.814	81.7653
ENSG00000140451	0.814	81.7723
ENSG00000227885	0.814	81.7793
ENSG00000227124	0.814	81.7863
ENSG00000109323	0.815	81.7933
ENSG00000135945	0.815	81.8003
ENSG00000269044	0.815	81.8073
ENSG00000153956	0.815	81.8144
ENSG00000245552	0.815	81.8214
ENSG00000288572	0.815	81.8284
ENSG00000268218	0.815	81.8354
ENSG00000165923	0.815	81.8424
ENSG00000157827	0.815	81.8494
ENSG00000189419	0.815	81.8564
ENSG00000146067	0.815	81.8634
ENSG00000116254	0.815	81.8704
ENSG00000236830	0.815	81.8775
ENSG00000152402	0.816	81.8845
ENSG00000117620	0.816	81.8915
ENSG00000225953	0.816	81.8985
ENSG00000228340	0.816	81.9055
ENSG00000066651	0.816	81.9125
ENSG00000236682	0.817	81.9195
ENSG00000131400	0.817	81.9265
ENSG00000287601	0.817	81.9335
ENSG00000267254	0.818	81.9405
ENSG00000155903	0.818	81.9476
ENSG00000184786	0.818	81.9546
ENSG00000144445	0.818	81.9616
ENSG00000261971	0.818	81.9686
ENSG00000276564	0.818	81.9756
ENSG00000225334	0.818	81.9826
ENSG00000198753	0.818	81.9896
ENSG00000260647	0.818	81.9966
ENSG00000236519	0.818	82.0036
ENSG00000171747	0.818	82.0107
ENSG00000273784	0.818	82.0177
ENSG00000174145	0.818	82.0247
ENSG00000248473	0.818	82.0317
ENSG00000261758	0.818	82.0387
ENSG00000234740	0.818	82.0457
ENSG00000245685	0.818	82.0527
ENSG00000259539	0.818	82.0597
ENSG00000140795	0.818	82.0667
ENSG00000233885	0.818	82.0738
ENSG00000104043	0.818	82.0808
ENSG00000099812	0.818	82.0878
ENSG00000245468	0.818	82.0948
ENSG00000217702	0.818	82.1018
ENSG00000269473	0.818	82.1088
ENSG00000231721	0.818	82.1158
ENSG00000138395	0.818	82.1228
ENSG00000167094	0.818	82.1298
ENSG00000139445	0.818	82.1368
ENSG00000197013	0.819	82.1439
ENSG00000196547	0.819	82.1509
ENSG00000198707	0.819	82.1579
ENSG00000198887	0.819	82.1649
ENSG00000258441	0.819	82.1719
ENSG00000126775	0.82	82.1789
ENSG00000159917	0.82	82.1859
ENSG00000197343	0.82	82.1929
ENSG00000175147	0.82	82.1999
ENSG00000100060	0.82	82.207
ENSG00000081052	0.82	82.214
ENSG00000186020	0.82	82.221
ENSG00000169962	0.82	82.228
ENSG00000109920	0.82	82.235
ENSG00000166341	0.821	82.242
ENSG00000205413	0.821	82.249
ENSG00000179455	0.821	82.256
ENSG00000038219	0.821	82.263
ENSG00000143458	0.821	82.2701
ENSG00000122257	0.821	82.2771
ENSG00000135299	0.821	82.2841
ENSG00000136828	0.821	82.2911
ENSG00000135541	0.821	82.2981
ENSG00000196862	0.821	82.3051
ENSG00000140279	0.821	82.3121
ENSG00000092850	0.821	82.3191
ENSG00000077157	0.822	82.3261
ENSG00000186812	0.822	82.3331
ENSG00000130540	0.822	82.3402
ENSG00000278341	0.822	82.3472
ENSG00000072133	0.822	82.3542
ENSG00000122786	0.822	82.3612
ENSG00000265692	0.822	82.3682
ENSG00000164118	0.822	82.3752
ENSG00000143190	0.822	82.3822
ENSG00000160219	0.823	82.3892
ENSG00000112319	0.823	82.3962
ENSG00000235545	0.824	82.4033
ENSG00000100053	0.824	82.4103
ENSG00000227192	0.824	82.4173
ENSG00000268889	0.824	82.4243
ENSG00000272625	0.824	82.4313
ENSG00000253320	0.824	82.4383
ENSG00000284697	0.824	82.4453
ENSG00000165186	0.824	82.4523
ENSG00000162949	0.824	82.4593
ENSG00000152457	0.824	82.4663
ENSG00000130684	0.824	82.4734
ENSG00000228956	0.824	82.4804
ENSG00000047634	0.824	82.4874
ENSG00000181450	0.824	82.4944
ENSG00000128578	0.824	82.5014
ENSG00000206573	0.824	82.5084
ENSG00000126787	0.825	82.5154
ENSG00000273356	0.825	82.5224
ENSG00000267904	0.825	82.5294
ENSG00000267519	0.825	82.5365
ENSG00000260947	0.825	82.5435
ENSG00000009413	0.825	82.5505
ENSG00000151746	0.825	82.5575
ENSG00000261799	0.825	82.5645
ENSG00000287528	0.825	82.5715
ENSG00000226180	0.825	82.5785
ENSG00000173991	0.825	82.5855
ENSG00000183856	0.825	82.5925
ENSG00000111816	0.826	82.5996
ENSG00000175414	0.826	82.6066
ENSG00000072195	0.826	82.6136
ENSG00000112200	0.826	82.6206
ENSG00000259952	0.826	82.6276
ENSG00000285018	0.826	82.6346
ENSG00000269894	0.826	82.6416
ENSG00000260388	0.826	82.6486
ENSG00000251364	0.826	82.6556
ENSG00000049883	0.826	82.6626
ENSG00000173875	0.827	82.6697
ENSG00000122484	0.827	82.6767
ENSG00000196757	0.827	82.6837
ENSG00000188153	0.827	82.6907
ENSG00000162924	0.827	82.6977
ENSG00000243701	0.827	82.7047
ENSG00000196123	0.827	82.7117
ENSG00000259495	0.827	82.7187
ENSG00000173588	0.827	82.7257
ENSG00000183230	0.828	82.7328
ENSG00000146216	0.828	82.7398
ENSG00000146592	0.828	82.7468
ENSG00000166012	0.828	82.7538
ENSG00000197121	0.828	82.7608
ENSG00000159208	0.828	82.7678
ENSG00000173611	0.828	82.7748
ENSG00000272800	0.829	82.7818
ENSG00000178852	0.829	82.7888
ENSG00000135424	0.829	82.7958
ENSG00000080200	0.829	82.8029
ENSG00000285967	0.829	82.8099
ENSG00000072756	0.829	82.8169
ENSG00000182263	0.83	82.8239
ENSG00000238058	0.83	82.8309
ENSG00000154269	0.83	82.8379
ENSG00000272338	0.83	82.8449
ENSG00000064687	0.83	82.8519
ENSG00000246763	0.83	82.8589
ENSG00000073417	0.83	82.866
ENSG00000088448	0.83	82.873
ENSG00000247095	0.83	82.88
ENSG00000009950	0.83	82.887
ENSG00000163157	0.831	82.894
ENSG00000138185	0.831	82.901
ENSG00000226696	0.831	82.908
ENSG00000203685	0.831	82.915
ENSG00000263002	0.831	82.922
ENSG00000259673	0.831	82.9291
ENSG00000143341	0.832	82.9361
ENSG00000006459	0.832	82.9431
ENSG00000157214	0.832	82.9501
ENSG00000152582	0.832	82.9571
ENSG00000268947	0.833	82.9641
ENSG00000236756	0.833	82.9711
ENSG00000284052	0.833	82.9781
ENSG00000180210	0.833	82.9851
ENSG00000287356	0.833	82.9921
ENSG00000259891	0.833	82.9992
ENSG00000247137	0.833	83.0062
ENSG00000280213	0.833	83.0132
ENSG00000248445	0.833	83.0202
ENSG00000203930	0.833	83.0272
ENSG00000146005	0.833	83.0342
ENSG00000157423	0.833	83.0412
ENSG00000233246	0.833	83.0482
ENSG00000153060	0.833	83.0552
ENSG00000230530	0.833	83.0623
ENSG00000274565	0.833	83.0693
ENSG00000255571	0.833	83.0763
ENSG00000167701	0.833	83.0833
ENSG00000249898	0.833	83.0903
ENSG00000175105	0.833	83.0973
ENSG00000198106	0.833	83.1043
ENSG00000240137	0.833	83.1113
ENSG00000276968	0.833	83.1183
ENSG00000275897	0.833	83.1254
ENSG00000239335	0.833	83.1324
ENSG00000196867	0.833	83.1394
ENSG00000214711	0.833	83.1464
ENSG00000178460	0.833	83.1534
ENSG00000231113	0.833	83.1604
ENSG00000275638	0.833	83.1674
ENSG00000100767	0.834	83.1744
ENSG00000166532	0.834	83.1814
ENSG00000157193	0.834	83.1884
ENSG00000185324	0.834	83.1955
ENSG00000268575	0.834	83.2025
ENSG00000180263	0.834	83.2095
ENSG00000035115	0.835	83.2165
ENSG00000276278	0.835	83.2235
ENSG00000147162	0.835	83.2305
ENSG00000096968	0.835	83.2375
ENSG00000146856	0.835	83.2445
ENSG00000261578	0.835	83.2515
ENSG00000189007	0.836	83.2586
ENSG00000135951	0.836	83.2656
ENSG00000186056	0.836	83.2726
ENSG00000174791	0.836	83.2796
ENSG00000185522	0.836	83.2866
ENSG00000117724	0.836	83.2936
ENSG00000158220	0.836	83.3006
ENSG00000152192	0.837	83.3076
ENSG00000231453	0.837	83.3146
ENSG00000115355	0.837	83.3216
ENSG00000186976	0.837	83.3287
ENSG00000169871	0.837	83.3357
ENSG00000118596	0.837	83.3427
ENSG00000179954	0.837	83.3497
ENSG00000223960	0.837	83.3567
ENSG00000184402	0.837	83.3637
ENSG00000259959	0.838	83.3707
ENSG00000125633	0.838	83.3777
ENSG00000254760	0.838	83.3847
ENSG00000137817	0.838	83.3918
ENSG00000196263	0.838	83.3988
ENSG00000245694	0.838	83.4058
ENSG00000283352	0.838	83.4128
ENSG00000188517	0.838	83.4198
ENSG00000127995	0.838	83.4268
ENSG00000105376	0.838	83.4338
ENSG00000262766	0.839	83.4408
ENSG00000184163	0.839	83.4478
ENSG00000268288	0.839	83.4549
ENSG00000257252	0.839	83.4619
ENSG00000086159	0.839	83.4689
ENSG00000243766	0.839	83.4759
ENSG00000163728	0.839	83.4829
ENSG00000068885	0.84	83.4899
ENSG00000099994	0.84	83.4969
ENSG00000271857	0.84	83.5039
ENSG00000272068	0.84	83.5109
ENSG00000273568	0.84	83.5179
ENSG00000082175	0.84	83.525
ENSG00000122735	0.84	83.532
ENSG00000164708	0.84	83.539
ENSG00000235760	0.84	83.546
ENSG00000288029	0.84	83.553
ENSG00000275645	0.841	83.56
ENSG00000127415	0.841	83.567
ENSG00000136531	0.841	83.574
ENSG00000231889	0.841	83.581
ENSG00000099866	0.841	83.5881
ENSG00000237298	0.841	83.5951
ENSG00000176444	0.841	83.6021
ENSG00000156802	0.842	83.6091
ENSG00000115290	0.842	83.6161
ENSG00000175787	0.842	83.6231
ENSG00000135749	0.842	83.6301
ENSG00000171817	0.842	83.6371
ENSG00000258454	0.842	83.6441
ENSG00000234869	0.842	83.6511
ENSG00000249388	0.842	83.6582
ENSG00000281103	0.842	83.6652
ENSG00000273001	0.842	83.6722
ENSG00000227060	0.842	83.6792
ENSG00000158050	0.842	83.6862
ENSG00000260369	0.842	83.6932
ENSG00000104047	0.842	83.7002
ENSG00000196366	0.843	83.7072
ENSG00000148082	0.843	83.7142
ENSG00000077458	0.843	83.7213
ENSG00000242622	0.843	83.7283
ENSG00000197989	0.843	83.7353
ENSG00000237399	0.844	83.7423
ENSG00000264548	0.844	83.7493
ENSG00000134245	0.844	83.7563
ENSG00000226266	0.844	83.7633
ENSG00000258768	0.844	83.7703
ENSG00000247400	0.844	83.7773
ENSG00000189180	0.844	83.7844
ENSG00000171163	0.844	83.7914
ENSG00000281706	0.845	83.7984
ENSG00000100523	0.845	83.8054
ENSG00000225855	0.845	83.8124
ENSG00000185219	0.845	83.8194
ENSG00000164050	0.845	83.8264
ENSG00000275764	0.846	83.8334
ENSG00000131504	0.846	83.8404
ENSG00000171847	0.846	83.8474
ENSG00000270876	0.846	83.8545
ENSG00000226310	0.846	83.8615
ENSG00000226239	0.846	83.8685
ENSG00000188916	0.846	83.8755
ENSG00000167874	0.846	83.8825
ENSG00000272696	0.846	83.8895
ENSG00000272182	0.846	83.8965
ENSG00000272851	0.846	83.9035
ENSG00000274340	0.846	83.9105
ENSG00000268896	0.846	83.9176
ENSG00000178150	0.846	83.9246
ENSG00000179219	0.846	83.9316
ENSG00000276101	0.846	83.9386
ENSG00000259994	0.846	83.9456
ENSG00000008300	0.847	83.9526
ENSG00000162804	0.847	83.9596
ENSG00000260276	0.847	83.9666
ENSG00000184194	0.847	83.9736
ENSG00000186472	0.847	83.9807
ENSG00000236144	0.847	83.9877
ENSG00000055609	0.848	83.9947
ENSG00000163945	0.848	84.0017
ENSG00000142046	0.848	84.0087
ENSG00000158163	0.848	84.0157
ENSG00000138468	0.848	84.0227
ENSG00000169860	0.848	84.0297
ENSG00000111799	0.848	84.0367
ENSG00000065526	0.848	84.0437
ENSG00000187187	0.848	84.0508
ENSG00000287765	0.848	84.0578
ENSG00000255920	0.848	84.0648
ENSG00000164684	0.849	84.0718
ENSG00000260236	0.849	84.0788
ENSG00000088179	0.849	84.0858
ENSG00000186150	0.849	84.0928
ENSG00000241357	0.849	84.0998
ENSG00000197332	0.849	84.1068
ENSG00000137959	0.85	84.1139
ENSG00000126070	0.85	84.1209
ENSG00000175309	0.85	84.1279
ENSG00000224888	0.85	84.1349
ENSG00000224186	0.85	84.1419
ENSG00000262576	0.85	84.1489
ENSG00000268565	0.85	84.1559
ENSG00000274414	0.85	84.1629
ENSG00000276390	0.85	84.1699
ENSG00000120329	0.85	84.1769
ENSG00000166126	0.85	84.184
ENSG00000261094	0.85	84.191
ENSG00000263916	0.85	84.198
ENSG00000173889	0.85	84.205
ENSG00000164199	0.851	84.212
ENSG00000123636	0.851	84.219
ENSG00000267284	0.851	84.226
ENSG00000196417	0.851	84.233
ENSG00000230316	0.851	84.24
ENSG00000171988	0.851	84.2471
ENSG00000163867	0.851	84.2541
ENSG00000214783	0.851	84.2611
ENSG00000187664	0.851	84.2681
ENSG00000223969	0.852	84.2751
ENSG00000234509	0.852	84.2821
ENSG00000226800	0.852	84.2891
ENSG00000253704	0.852	84.2961
ENSG00000130822	0.852	84.3031
ENSG00000243107	0.853	84.3102
ENSG00000259953	0.853	84.3172
ENSG00000270036	0.853	84.3242
ENSG00000101282	0.853	84.3312
ENSG00000150477	0.853	84.3382
ENSG00000178904	0.854	84.3452
ENSG00000103995	0.854	84.3522
ENSG00000226824	0.854	84.3592
ENSG00000185716	0.854	84.3662
ENSG00000228630	0.854	84.3732
ENSG00000240758	0.855	84.3803
ENSG00000255717	0.855	84.3873
ENSG00000144161	0.855	84.3943
ENSG00000178974	0.855	84.4013
ENSG00000173320	0.855	84.4083
ENSG00000168961	0.855	84.4153
ENSG00000066933	0.855	84.4223
ENSG00000157741	0.855	84.4293
ENSG00000172888	0.856	84.4363
ENSG00000261167	0.856	84.4434
ENSG00000156689	0.856	84.4504
ENSG00000163629	0.856	84.4574
ENSG00000157106	0.857	84.4644
ENSG00000228109	0.857	84.4714
ENSG00000266010	0.857	84.4784
ENSG00000130997	0.857	84.4854
ENSG00000168010	0.857	84.4924
ENSG00000130827	0.857	84.4994
ENSG00000095303	0.857	84.5064
ENSG00000237499	0.857	84.5135
ENSG00000231566	0.857	84.5205
ENSG00000236514	0.857	84.5275
ENSG00000111713	0.857	84.5345
ENSG00000260941	0.857	84.5415
ENSG00000288032	0.857	84.5485
ENSG00000270001	0.857	84.5555
ENSG00000267265	0.857	84.5625
ENSG00000271200	0.857	84.5695
ENSG00000232298	0.857	84.5766
ENSG00000111834	0.857	84.5836
ENSG00000260095	0.857	84.5906
ENSG00000275383	0.857	84.5976
ENSG00000254485	0.857	84.6046
ENSG00000286366	0.857	84.6116
ENSG00000155761	0.857	84.6186
ENSG00000270426	0.857	84.6256
ENSG00000269038	0.857	84.6326
ENSG00000269906	0.857	84.6397
ENSG00000186517	0.857	84.6467
ENSG00000169989	0.857	84.6537
ENSG00000256967	0.857	84.6607
ENSG00000274895	0.857	84.6677
ENSG00000284523	0.857	84.6747
ENSG00000186105	0.857	84.6817
ENSG00000186367	0.857	84.6887
ENSG00000234694	0.857	84.6957
ENSG00000234695	0.857	84.7027
ENSG00000165917	0.857	84.7098
ENSG00000273888	0.857	84.7168
ENSG00000273306	0.857	84.7238
ENSG00000081041	0.857	84.7308
ENSG00000184731	0.857	84.7378
ENSG00000276744	0.857	84.7448
ENSG00000236008	0.857	84.7518
ENSG00000188315	0.858	84.7588
ENSG00000135837	0.858	84.7658
ENSG00000143869	0.858	84.7729
ENSG00000271781	0.858	84.7799
ENSG00000112246	0.858	84.7869
ENSG00000198521	0.858	84.7939
ENSG00000234936	0.858	84.8009
ENSG00000198482	0.858	84.8079
ENSG00000125462	0.858	84.8149
ENSG00000173480	0.859	84.8219
ENSG00000232586	0.859	84.8289
ENSG00000089916	0.859	84.836
ENSG00000135722	0.859	84.843
ENSG00000242861	0.859	84.85
ENSG00000274964	0.859	84.857
ENSG00000287625	0.859	84.864
ENSG00000285796	0.859	84.871
ENSG00000196693	0.86	84.878
ENSG00000005243	0.86	84.885
ENSG00000097096	0.86	84.892
ENSG00000248489	0.86	84.899
ENSG00000272936	0.86	84.9061
ENSG00000273148	0.86	84.9131
ENSG00000198393	0.861	84.9201
ENSG00000285852	0.861	84.9271
ENSG00000286861	0.861	84.9341
ENSG00000128159	0.861	84.9411
ENSG00000270605	0.861	84.9481
ENSG00000139344	0.862	84.9551
ENSG00000183354	0.862	84.9621
ENSG00000158805	0.862	84.9692
ENSG00000261534	0.862	84.9762
ENSG00000228126	0.862	84.9832
ENSG00000129749	0.862	84.9902
ENSG00000275857	0.862	84.9972
ENSG00000177363	0.862	85.0042
ENSG00000102174	0.862	85.0112
ENSG00000262412	0.862	85.0182
ENSG00000196296	0.862	85.0252
ENSG00000272512	0.862	85.0322
ENSG00000151422	0.862	85.0393
ENSG00000196338	0.862	85.0463
ENSG00000174718	0.862	85.0533
ENSG00000213904	0.863	85.0603
ENSG00000122912	0.863	85.0673
ENSG00000173258	0.863	85.0743
ENSG00000115423	0.863	85.0813
ENSG00000142552	0.863	85.0883
ENSG00000104936	0.864	85.0953
ENSG00000274943	0.864	85.1024
ENSG00000259969	0.864	85.1094
ENSG00000277151	0.864	85.1164
ENSG00000260398	0.864	85.1234
ENSG00000261204	0.864	85.1304
ENSG00000086730	0.864	85.1374
ENSG00000286427	0.864	85.1444
ENSG00000186973	0.864	85.1514
ENSG00000256943	0.864	85.1584
ENSG00000287031	0.864	85.1655
ENSG00000114120	0.864	85.1725
ENSG00000118762	0.864	85.1795
ENSG00000226200	0.864	85.1865
ENSG00000082258	0.864	85.1935
ENSG00000089820	0.864	85.2005
ENSG00000197291	0.864	85.2075
ENSG00000263884	0.864	85.2145
ENSG00000177301	0.864	85.2215
ENSG00000226174	0.864	85.2285
ENSG00000236423	0.865	85.2356
ENSG00000111319	0.865	85.2426
ENSG00000125409	0.865	85.2496
ENSG00000228544	0.865	85.2566
ENSG00000197093	0.865	85.2636
ENSG00000233937	0.865	85.2706
ENSG00000163794	0.865	85.2776
ENSG00000285887	0.865	85.2846
ENSG00000167637	0.865	85.2916
ENSG00000272195	0.866	85.2987
ENSG00000135835	0.866	85.3057
ENSG00000178662	0.866	85.3127
ENSG00000006071	0.866	85.3197
ENSG00000089335	0.866	85.3267
ENSG00000258457	0.867	85.3337
ENSG00000237422	0.867	85.3407
ENSG00000235529	0.867	85.3477
ENSG00000282164	0.867	85.3547
ENSG00000246145	0.867	85.3617
ENSG00000120675	0.867	85.3688
ENSG00000261173	0.867	85.3758
ENSG00000134321	0.867	85.3828
ENSG00000272420	0.867	85.3898
ENSG00000280832	0.867	85.3968
ENSG00000130948	0.867	85.4038
ENSG00000073803	0.867	85.4108
ENSG00000055732	0.867	85.4178
ENSG00000229081	0.867	85.4248
ENSG00000185220	0.867	85.4319
ENSG00000273343	0.868	85.4389
ENSG00000105519	0.868	85.4459
ENSG00000283128	0.868	85.4529
ENSG00000198221	0.868	85.4599
ENSG00000139354	0.868	85.4669
ENSG00000253537	0.868	85.4739
ENSG00000223837	0.868	85.4809
ENSG00000229719	0.868	85.4879
ENSG00000288075	0.868	85.495
ENSG00000174564	0.868	85.502
ENSG00000249846	0.868	85.509
ENSG00000287697	0.868	85.516
ENSG00000169629	0.869	85.523
ENSG00000246526	0.87	85.53
ENSG00000010327	0.87	85.537
ENSG00000288093	0.87	85.544
ENSG00000196132	0.87	85.551
ENSG00000176208	0.87	85.558
ENSG00000239704	0.87	85.5651
ENSG00000180376	0.87	85.5721
ENSG00000153933	0.87	85.5791
ENSG00000236088	0.87	85.5861
ENSG00000250903	0.87	85.5931
ENSG00000272692	0.87	85.6001
ENSG00000157388	0.87	85.6071
ENSG00000213420	0.871	85.6141
ENSG00000136404	0.871	85.6211
ENSG00000261409	0.871	85.6282
ENSG00000143632	0.871	85.6352
ENSG00000253878	0.871	85.6422
ENSG00000173275	0.872	85.6492
ENSG00000287539	0.872	85.6562
ENSG00000271335	0.872	85.6632
ENSG00000166004	0.872	85.6702
ENSG00000257621	0.872	85.6772
ENSG00000109339	0.872	85.6842
ENSG00000129194	0.872	85.6913
ENSG00000171502	0.873	85.6983
ENSG00000260400	0.873	85.7053
ENSG00000100429	0.873	85.7123
ENSG00000244701	0.873	85.7193
ENSG00000166839	0.873	85.7263
ENSG00000270765	0.873	85.7333
ENSG00000251666	0.873	85.7403
ENSG00000164031	0.873	85.7473
ENSG00000170919	0.873	85.7543
ENSG00000108515	0.873	85.7614
ENSG00000255455	0.873	85.7684
ENSG00000231177	0.874	85.7754
ENSG00000051341	0.874	85.7824
ENSG00000138161	0.874	85.7894
ENSG00000170835	0.874	85.7964
ENSG00000223768	0.874	85.8034
ENSG00000119943	0.874	85.8104
ENSG00000278192	0.875	85.8174
ENSG00000287117	0.875	85.8245
ENSG00000275491	0.875	85.8315
ENSG00000267838	0.875	85.8385
ENSG00000246090	0.875	85.8455
ENSG00000267532	0.875	85.8525
ENSG00000186376	0.875	85.8595
ENSG00000248774	0.875	85.8665
ENSG00000237133	0.875	85.8735
ENSG00000261348	0.875	85.8805
ENSG00000275450	0.875	85.8875
ENSG00000255441	0.875	85.8946
ENSG00000230148	0.875	85.9016
ENSG00000237838	0.875	85.9086
ENSG00000172748	0.875	85.9156
ENSG00000287425	0.875	85.9226
ENSG00000180353	0.875	85.9296
ENSG00000229591	0.875	85.9366
ENSG00000101004	0.875	85.9436
ENSG00000101191	0.876	85.9506
ENSG00000270195	0.877	85.9577
ENSG00000253764	0.877	85.9647
ENSG00000225930	0.877	85.9717
ENSG00000146352	0.877	85.9787
ENSG00000277149	0.877	85.9857
ENSG00000167995	0.877	85.9927
ENSG00000138316	0.877	85.9997
ENSG00000269054	0.877	86.0067
ENSG00000132680	0.877	86.0137
ENSG00000154265	0.877	86.0208
ENSG00000067334	0.877	86.0278
ENSG00000228696	0.878	86.0348
ENSG00000277954	0.878	86.0418
ENSG00000254860	0.878	86.0488
ENSG00000119778	0.878	86.0558
ENSG00000173041	0.878	86.0628
ENSG00000270049	0.878	86.0698
ENSG00000118495	0.878	86.0768
ENSG00000260948	0.878	86.0838
ENSG00000214770	0.878	86.0909
ENSG00000233198	0.879	86.0979
ENSG00000129991	0.879	86.1049
ENSG00000273151	0.879	86.1119
ENSG00000223774	0.879	86.1189
ENSG00000126773	0.879	86.1259
ENSG00000063127	0.879	86.1329
ENSG00000145734	0.88	86.1399
ENSG00000149289	0.88	86.1469
ENSG00000251022	0.88	86.154
ENSG00000089692	0.88	86.161
ENSG00000260060	0.88	86.168
ENSG00000178295	0.88	86.175
ENSG00000106006	0.88	86.182
ENSG00000138741	0.88	86.189
ENSG00000249087	0.88	86.196
ENSG00000186088	0.881	86.203
ENSG00000245849	0.881	86.21
ENSG00000115137	0.881	86.217
ENSG00000143387	0.881	86.2241
ENSG00000275734	0.882	86.2311
ENSG00000128298	0.882	86.2381
ENSG00000166819	0.882	86.2451
ENSG00000180089	0.882	86.2521
ENSG00000168676	0.882	86.2591
ENSG00000244332	0.882	86.2661
