Gene	Nuclear Fraction	Percentile
ENSG00000159753	0.246	26.5634
ENSG00000160691	0.246	26.5704
ENSG00000132581	0.246	26.5774
ENSG00000167508	0.246	26.5844
ENSG00000269293	0.246	26.5914
ENSG00000161682	0.246	26.5984
ENSG00000109103	0.246	26.6054
ENSG00000156253	0.246	26.6125
ENSG00000127554	0.246	26.6195
ENSG00000241258	0.246	26.6265
ENSG00000148334	0.246	26.6335
ENSG00000184428	0.246	26.6405
ENSG00000171017	0.246	26.6475
ENSG00000176974	0.247	26.6545
ENSG00000148572	0.247	26.6615
ENSG00000173349	0.247	26.6685
ENSG00000129038	0.247	26.6755
ENSG00000106477	0.247	26.6826
ENSG00000197965	0.247	26.6896
ENSG00000114978	0.247	26.6966
ENSG00000110696	0.247	26.7036
ENSG00000197296	0.247	26.7106
ENSG00000242110	0.247	26.7176
ENSG00000031823	0.247	26.7246
ENSG00000205208	0.247	26.7316
ENSG00000092330	0.247	26.7386
ENSG00000120129	0.247	26.7457
ENSG00000169750	0.247	26.7527
ENSG00000116005	0.247	26.7597
ENSG00000156076	0.247	26.7667
ENSG00000092201	0.247	26.7737
ENSG00000142192	0.247	26.7807
ENSG00000267909	0.247	26.7877
ENSG00000174939	0.247	26.7947
ENSG00000170464	0.247	26.8017
ENSG00000166685	0.247	26.8087
ENSG00000165804	0.247	26.8158
ENSG00000112312	0.247	26.8228
ENSG00000141378	0.248	26.8298
ENSG00000114209	0.248	26.8368
ENSG00000164104	0.248	26.8438
ENSG00000063854	0.248	26.8508
ENSG00000120526	0.248	26.8578
ENSG00000170779	0.248	26.8648
ENSG00000188807	0.248	26.8718
ENSG00000168556	0.248	26.8789
ENSG00000150687	0.248	26.8859
ENSG00000087995	0.248	26.8929
ENSG00000188483	0.248	26.8999
ENSG00000261801	0.248	26.9069
ENSG00000107295	0.248	26.9139
ENSG00000143811	0.248	26.9209
ENSG00000159461	0.248	26.9279
ENSG00000128203	0.248	26.9349
ENSG00000267317	0.248	26.942
ENSG00000239474	0.249	26.949
ENSG00000108641	0.249	26.956
ENSG00000130731	0.249	26.963
ENSG00000158156	0.249	26.97
ENSG00000143207	0.249	26.977
ENSG00000083937	0.249	26.984
ENSG00000171720	0.249	26.991
ENSG00000107798	0.249	26.998
ENSG00000141968	0.249	27.005
ENSG00000164040	0.249	27.0121
ENSG00000012211	0.249	27.0191
ENSG00000145220	0.249	27.0261
ENSG00000100814	0.249	27.0331
ENSG00000130734	0.249	27.0401
ENSG00000078900	0.249	27.0471
ENSG00000100139	0.25	27.0541
ENSG00000065675	0.25	27.0611
ENSG00000100749	0.25	27.0681
ENSG00000277157	0.25	27.0752
ENSG00000164929	0.25	27.0822
ENSG00000287637	0.25	27.0892
ENSG00000178343	0.25	27.0962
ENSG00000080644	0.25	27.1032
ENSG00000164117	0.25	27.1102
ENSG00000127084	0.25	27.1172
ENSG00000035687	0.25	27.1242
ENSG00000287190	0.25	27.1312
ENSG00000186188	0.25	27.1383
ENSG00000102539	0.25	27.1453
ENSG00000270030	0.25	27.1523
ENSG00000258892	0.25	27.1593
ENSG00000231327	0.25	27.1663
ENSG00000253559	0.25	27.1733
ENSG00000135697	0.25	27.1803
ENSG00000274015	0.25	27.1873
ENSG00000108551	0.25	27.1943
ENSG00000183784	0.25	27.2013
ENSG00000071205	0.25	27.2084
ENSG00000169758	0.25	27.2154
ENSG00000124783	0.25	27.2224
ENSG00000287048	0.25	27.2294
ENSG00000224152	0.25	27.2364
ENSG00000258813	0.25	27.2434
ENSG00000131095	0.25	27.2504
ENSG00000173110	0.25	27.2574
ENSG00000168461	0.25	27.2644
ENSG00000122565	0.25	27.2715
ENSG00000213445	0.25	27.2785
ENSG00000104131	0.25	27.2855
ENSG00000135587	0.25	27.2925
ENSG00000130751	0.25	27.2995
ENSG00000168785	0.251	27.3065
ENSG00000157600	0.251	27.3135
ENSG00000137273	0.251	27.3205
ENSG00000004975	0.251	27.3275
ENSG00000140750	0.251	27.3345
ENSG00000139233	0.251	27.3416
ENSG00000077235	0.251	27.3486
ENSG00000125816	0.251	27.3556
ENSG00000119523	0.251	27.3626
ENSG00000173638	0.251	27.3696
ENSG00000253719	0.251	27.3766
ENSG00000220205	0.251	27.3836
ENSG00000138433	0.251	27.3906
ENSG00000196396	0.251	27.3976
ENSG00000166200	0.252	27.4047
ENSG00000215256	0.252	27.4117
ENSG00000134490	0.252	27.4187
ENSG00000146416	0.252	27.4257
ENSG00000113272	0.252	27.4327
ENSG00000171155	0.252	27.4397
ENSG00000215717	0.252	27.4467
ENSG00000144597	0.252	27.4537
ENSG00000149798	0.252	27.4607
ENSG00000166337	0.252	27.4678
ENSG00000138646	0.252	27.4748
ENSG00000139737	0.252	27.4818
ENSG00000231925	0.252	27.4888
ENSG00000166454	0.252	27.4958
ENSG00000131941	0.252	27.5028
ENSG00000269858	0.252	27.5098
ENSG00000196975	0.252	27.5168
ENSG00000006327	0.252	27.5238
ENSG00000127452	0.252	27.5308
ENSG00000091640	0.253	27.5379
ENSG00000161638	0.253	27.5449
ENSG00000102974	0.253	27.5519
ENSG00000198563	0.253	27.5589
ENSG00000070814	0.253	27.5659
ENSG00000168389	0.253	27.5729
ENSG00000158435	0.253	27.5799
ENSG00000113141	0.253	27.5869
ENSG00000091317	0.253	27.5939
ENSG00000182134	0.253	27.601
ENSG00000107959	0.253	27.608
ENSG00000131653	0.253	27.615
ENSG00000135045	0.253	27.622
ENSG00000132313	0.253	27.629
ENSG00000171953	0.254	27.636
ENSG00000163877	0.254	27.643
ENSG00000005249	0.254	27.65
ENSG00000139182	0.254	27.657
ENSG00000133985	0.254	27.664
ENSG00000063245	0.254	27.6711
ENSG00000166986	0.254	27.6781
ENSG00000235961	0.254	27.6851
ENSG00000051128	0.254	27.6921
ENSG00000060656	0.254	27.6991
ENSG00000148985	0.254	27.7061
ENSG00000168993	0.254	27.7131
ENSG00000004799	0.254	27.7201
ENSG00000089597	0.254	27.7271
ENSG00000250616	0.254	27.7342
ENSG00000204560	0.254	27.7412
ENSG00000213638	0.254	27.7482
ENSG00000138231	0.254	27.7552
ENSG00000166295	0.254	27.7622
ENSG00000205978	0.254	27.7692
ENSG00000005187	0.255	27.7762
ENSG00000116954	0.255	27.7832
ENSG00000117222	0.255	27.7902
ENSG00000084652	0.255	27.7973
ENSG00000114450	0.255	27.8043
ENSG00000164976	0.255	27.8113
ENSG00000167680	0.255	27.8183
ENSG00000105767	0.255	27.8253
ENSG00000241127	0.255	27.8323
ENSG00000105290	0.255	27.8393
ENSG00000204386	0.255	27.8463
ENSG00000187140	0.255	27.8533
ENSG00000170632	0.255	27.8603
ENSG00000112984	0.255	27.8674
ENSG00000239911	0.255	27.8744
ENSG00000265458	0.255	27.8814
ENSG00000144908	0.255	27.8884
ENSG00000100442	0.255	27.8954
ENSG00000110628	0.255	27.9024
ENSG00000185745	0.255	27.9094
ENSG00000138095	0.255	27.9164
ENSG00000164751	0.256	27.9234
ENSG00000073849	0.256	27.9305
ENSG00000106066	0.256	27.9375
ENSG00000163814	0.256	27.9445
ENSG00000140044	0.256	27.9515
ENSG00000129250	0.256	27.9585
ENSG00000070423	0.256	27.9655
ENSG00000204389	0.256	27.9725
ENSG00000008283	0.256	27.9795
ENSG00000169288	0.256	27.9865
ENSG00000186283	0.256	27.9936
ENSG00000186625	0.256	28.0006
ENSG00000145592	0.256	28.0076
ENSG00000233705	0.256	28.0146
ENSG00000164144	0.256	28.0216
ENSG00000134107	0.256	28.0286
ENSG00000115461	0.256	28.0356
ENSG00000165030	0.257	28.0426
ENSG00000204237	0.257	28.0496
ENSG00000120875	0.257	28.0566
ENSG00000147457	0.257	28.0637
ENSG00000063761	0.257	28.0707
ENSG00000115364	0.257	28.0777
ENSG00000164332	0.257	28.0847
ENSG00000204387	0.257	28.0917
ENSG00000274828	0.257	28.0987
ENSG00000139428	0.257	28.1057
ENSG00000140320	0.257	28.1127
ENSG00000198060	0.257	28.1197
ENSG00000102858	0.257	28.1268
ENSG00000096092	0.257	28.1338
ENSG00000184743	0.257	28.1408
ENSG00000154174	0.257	28.1478
ENSG00000162129	0.257	28.1548
ENSG00000137563	0.257	28.1618
ENSG00000171853	0.257	28.1688
ENSG00000145386	0.257	28.1758
ENSG00000130717	0.258	28.1828
ENSG00000147010	0.258	28.1898
ENSG00000074696	0.258	28.1969
ENSG00000197702	0.258	28.2039
ENSG00000173085	0.258	28.2109
ENSG00000101557	0.258	28.2179
ENSG00000143942	0.258	28.2249
ENSG00000138678	0.258	28.2319
ENSG00000232677	0.258	28.2389
ENSG00000278611	0.258	28.2459
ENSG00000204301	0.258	28.2529
ENSG00000178226	0.258	28.26
ENSG00000198951	0.258	28.267
ENSG00000123737	0.258	28.274
ENSG00000080819	0.258	28.281
ENSG00000110429	0.258	28.288
ENSG00000116983	0.258	28.295
ENSG00000077585	0.258	28.302
ENSG00000148835	0.258	28.309
ENSG00000089195	0.258	28.316
ENSG00000119471	0.258	28.3231
ENSG00000148290	0.258	28.3301
ENSG00000224424	0.258	28.3371
ENSG00000177981	0.259	28.3441
ENSG00000169972	0.259	28.3511
ENSG00000171603	0.259	28.3581
ENSG00000173473	0.259	28.3651
ENSG00000110367	0.259	28.3721
ENSG00000144136	0.259	28.3791
ENSG00000131759	0.259	28.3861
ENSG00000130939	0.259	28.3932
ENSG00000060069	0.259	28.4002
ENSG00000137656	0.259	28.4072
ENSG00000108424	0.259	28.4142
ENSG00000125843	0.259	28.4212
ENSG00000198498	0.259	28.4282
ENSG00000166224	0.259	28.4352
ENSG00000253978	0.259	28.4422
ENSG00000261183	0.259	28.4492
ENSG00000090238	0.259	28.4563
ENSG00000110324	0.259	28.4633
ENSG00000100209	0.259	28.4703
ENSG00000075461	0.259	28.4773
ENSG00000179168	0.259	28.4843
ENSG00000111331	0.259	28.4913
ENSG00000183828	0.259	28.4983
ENSG00000169019	0.259	28.5053
ENSG00000131069	0.26	28.5123
ENSG00000104722	0.26	28.5193
ENSG00000118217	0.26	28.5264
ENSG00000149262	0.26	28.5334
ENSG00000180822	0.26	28.5404
ENSG00000197308	0.26	28.5474
ENSG00000102225	0.26	28.5544
ENSG00000151665	0.26	28.5614
ENSG00000149485	0.26	28.5684
ENSG00000060138	0.26	28.5754
ENSG00000245522	0.26	28.5824
ENSG00000163898	0.26	28.5895
ENSG00000153037	0.26	28.5965
ENSG00000123595	0.26	28.6035
ENSG00000104635	0.26	28.6105
ENSG00000136940	0.26	28.6175
ENSG00000111231	0.26	28.6245
ENSG00000100413	0.26	28.6315
ENSG00000050130	0.261	28.6385
ENSG00000104723	0.261	28.6455
ENSG00000181026	0.261	28.6526
ENSG00000267260	0.261	28.6596
ENSG00000065000	0.261	28.6666
ENSG00000010626	0.261	28.6736
ENSG00000155827	0.261	28.6806
ENSG00000168216	0.261	28.6876
ENSG00000170222	0.261	28.6946
ENSG00000118292	0.261	28.7016
ENSG00000155961	0.261	28.7086
ENSG00000181104	0.261	28.7156
ENSG00000125454	0.261	28.7227
ENSG00000049860	0.261	28.7297
ENSG00000086475	0.261	28.7367
ENSG00000171956	0.261	28.7437
ENSG00000272047	0.261	28.7507
ENSG00000164961	0.261	28.7577
ENSG00000120705	0.261	28.7647
ENSG00000170248	0.261	28.7717
ENSG00000117595	0.261	28.7787
ENSG00000187630	0.261	28.7858
ENSG00000079150	0.261	28.7928
ENSG00000129353	0.261	28.7998
ENSG00000134247	0.262	28.8068
ENSG00000260219	0.262	28.8138
ENSG00000153187	0.262	28.8208
ENSG00000143919	0.262	28.8278
ENSG00000062038	0.262	28.8348
ENSG00000179477	0.262	28.8418
ENSG00000104765	0.262	28.8489
ENSG00000109917	0.262	28.8559
ENSG00000213024	0.262	28.8629
ENSG00000135604	0.262	28.8699
ENSG00000110917	0.262	28.8769
ENSG00000169991	0.262	28.8839
ENSG00000154217	0.262	28.8909
ENSG00000100991	0.262	28.8979
ENSG00000177108	0.262	28.9049
ENSG00000167191	0.263	28.9119
ENSG00000156966	0.263	28.919
ENSG00000164889	0.263	28.926
ENSG00000242498	0.263	28.933
ENSG00000198783	0.263	28.94
ENSG00000108591	0.263	28.947
ENSG00000140854	0.263	28.954
ENSG00000115129	0.263	28.961
ENSG00000162441	0.263	28.968
ENSG00000088826	0.263	28.975
ENSG00000162458	0.263	28.9821
ENSG00000173599	0.263	28.9891
ENSG00000126522	0.263	28.9961
ENSG00000136807	0.263	29.0031
ENSG00000177453	0.263	29.0101
ENSG00000273189	0.263	29.0171
ENSG00000231439	0.263	29.0241
ENSG00000164778	0.263	29.0311
ENSG00000127337	0.263	29.0381
ENSG00000175137	0.263	29.0451
ENSG00000143867	0.263	29.0522
ENSG00000036257	0.263	29.0592
ENSG00000132825	0.263	29.0662
ENSG00000182318	0.263	29.0732
ENSG00000116560	0.264	29.0802
ENSG00000088930	0.264	29.0872
ENSG00000253276	0.264	29.0942
ENSG00000157557	0.264	29.1012
ENSG00000172273	0.264	29.1082
ENSG00000025434	0.264	29.1153
ENSG00000133773	0.264	29.1223
ENSG00000167861	0.264	29.1293
ENSG00000198961	0.264	29.1363
ENSG00000138821	0.264	29.1433
ENSG00000141562	0.264	29.1503
ENSG00000065833	0.264	29.1573
ENSG00000135506	0.264	29.1643
ENSG00000184378	0.264	29.1713
ENSG00000104852	0.264	29.1784
ENSG00000109472	0.264	29.1854
ENSG00000154342	0.264	29.1924
ENSG00000136950	0.264	29.1994
ENSG00000143493	0.264	29.2064
ENSG00000184481	0.264	29.2134
ENSG00000087510	0.264	29.2204
ENSG00000168140	0.264	29.2274
ENSG00000144199	0.264	29.2344
ENSG00000136270	0.264	29.2414
ENSG00000070756	0.264	29.2485
ENSG00000154102	0.264	29.2555
ENSG00000170989	0.264	29.2625
ENSG00000101407	0.265	29.2695
ENSG00000130299	0.265	29.2765
ENSG00000085415	0.265	29.2835
ENSG00000285872	0.265	29.2905
ENSG00000226856	0.265	29.2975
ENSG00000173281	0.265	29.3045
ENSG00000237380	0.265	29.3116
ENSG00000107485	0.265	29.3186
ENSG00000168575	0.265	29.3256
ENSG00000168904	0.265	29.3326
ENSG00000156599	0.265	29.3396
ENSG00000196141	0.265	29.3466
ENSG00000040531	0.265	29.3536
ENSG00000101417	0.265	29.3606
ENSG00000143333	0.265	29.3676
ENSG00000168872	0.265	29.3746
ENSG00000165171	0.265	29.3817
ENSG00000122971	0.265	29.3887
ENSG00000247626	0.265	29.3957
ENSG00000149313	0.265	29.4027
ENSG00000006377	0.266	29.4097
ENSG00000105879	0.266	29.4167
ENSG00000155090	0.266	29.4237
ENSG00000110002	0.266	29.4307
ENSG00000170502	0.266	29.4377
ENSG00000141959	0.266	29.4448
ENSG00000020256	0.266	29.4518
ENSG00000173890	0.266	29.4588
ENSG00000110046	0.266	29.4658
ENSG00000152229	0.266	29.4728
ENSG00000035141	0.266	29.4798
ENSG00000256628	0.266	29.4868
ENSG00000090661	0.266	29.4938
ENSG00000075290	0.266	29.5008
ENSG00000067533	0.266	29.5079
ENSG00000068438	0.266	29.5149
ENSG00000240344	0.266	29.5219
ENSG00000107829	0.266	29.5289
ENSG00000127955	0.266	29.5359
ENSG00000163347	0.266	29.5429
ENSG00000214717	0.267	29.5499
ENSG00000255153	0.267	29.5569
ENSG00000260830	0.267	29.5639
ENSG00000130303	0.267	29.5709
ENSG00000267226	0.267	29.578
ENSG00000128218	0.267	29.585
ENSG00000144648	0.267	29.592
ENSG00000272347	0.267	29.599
ENSG00000147655	0.267	29.606
ENSG00000134323	0.267	29.613
ENSG00000213937	0.267	29.62
ENSG00000144029	0.267	29.627
ENSG00000100056	0.267	29.634
ENSG00000054148	0.267	29.6411
ENSG00000131724	0.267	29.6481
ENSG00000162408	0.267	29.6551
ENSG00000100908	0.267	29.6621
ENSG00000143633	0.267	29.6691
ENSG00000147533	0.267	29.6761
ENSG00000197457	0.267	29.6831
ENSG00000184203	0.267	29.6901
ENSG00000196284	0.267	29.6971
ENSG00000109066	0.267	29.7042
ENSG00000113384	0.268	29.7112
ENSG00000124253	0.268	29.7182
ENSG00000100744	0.268	29.7252
ENSG00000138160	0.268	29.7322
ENSG00000171612	0.268	29.7392
ENSG00000124795	0.268	29.7462
ENSG00000137216	0.268	29.7532
ENSG00000124507	0.268	29.7602
ENSG00000100911	0.268	29.7672
ENSG00000236104	0.268	29.7743
ENSG00000186106	0.268	29.7813
ENSG00000167987	0.268	29.7883
ENSG00000180398	0.268	29.7953
ENSG00000067606	0.268	29.8023
ENSG00000070081	0.268	29.8093
ENSG00000105696	0.268	29.8163
ENSG00000168748	0.268	29.8233
ENSG00000267309	0.268	29.8303
ENSG00000086544	0.268	29.8374
ENSG00000255529	0.268	29.8444
ENSG00000197324	0.268	29.8514
ENSG00000113460	0.269	29.8584
ENSG00000176058	0.269	29.8654
ENSG00000135549	0.269	29.8724
ENSG00000239282	0.269	29.8794
ENSG00000152284	0.269	29.8864
ENSG00000111726	0.269	29.8934
ENSG00000143889	0.269	29.9004
ENSG00000168135	0.269	29.9075
ENSG00000157927	0.269	29.9145
ENSG00000265808	0.269	29.9215
ENSG00000160803	0.269	29.9285
ENSG00000168411	0.269	29.9355
ENSG00000083457	0.269	29.9425
ENSG00000001036	0.269	29.9495
ENSG00000111907	0.269	29.9565
ENSG00000121207	0.269	29.9635
ENSG00000161999	0.269	29.9706
ENSG00000135636	0.269	29.9776
ENSG00000196411	0.269	29.9846
ENSG00000105327	0.269	29.9916
ENSG00000141580	0.269	29.9986
ENSG00000143367	0.269	30.0056
ENSG00000183765	0.27	30.0126
ENSG00000015479	0.27	30.0196
ENSG00000170175	0.27	30.0266
ENSG00000112685	0.27	30.0337
ENSG00000158055	0.27	30.0407
ENSG00000107937	0.27	30.0477
ENSG00000107960	0.27	30.0547
ENSG00000125384	0.27	30.0617
ENSG00000183291	0.27	30.0687
ENSG00000111897	0.27	30.0757
ENSG00000280206	0.27	30.0827
ENSG00000072864	0.27	30.0897
ENSG00000100324	0.271	30.0967
ENSG00000257218	0.271	30.1038
ENSG00000110921	0.271	30.1108
ENSG00000197766	0.271	30.1178
ENSG00000132522	0.271	30.1248
ENSG00000274070	0.271	30.1318
ENSG00000204209	0.271	30.1388
ENSG00000183114	0.271	30.1458
ENSG00000165733	0.271	30.1528
ENSG00000174238	0.271	30.1598
ENSG00000183751	0.271	30.1669
ENSG00000141560	0.271	30.1739
ENSG00000288044	0.271	30.1809
ENSG00000157152	0.271	30.1879
ENSG00000171763	0.271	30.1949
ENSG00000235823	0.271	30.2019
ENSG00000150990	0.271	30.2089
ENSG00000174705	0.271	30.2159
ENSG00000173614	0.271	30.2229
ENSG00000198960	0.272	30.2299
ENSG00000175868	0.272	30.237
ENSG00000196405	0.272	30.244
ENSG00000115866	0.272	30.251
ENSG00000126246	0.272	30.258
ENSG00000103512	0.272	30.265
ENSG00000088682	0.272	30.272
ENSG00000156521	0.272	30.279
ENSG00000188176	0.272	30.286
ENSG00000165389	0.272	30.293
ENSG00000198130	0.272	30.3001
ENSG00000161654	0.272	30.3071
ENSG00000198944	0.272	30.3141
ENSG00000068784	0.272	30.3211
ENSG00000183421	0.272	30.3281
ENSG00000182158	0.272	30.3351
ENSG00000181467	0.272	30.3421
ENSG00000120992	0.272	30.3491
ENSG00000110048	0.272	30.3561
ENSG00000164086	0.272	30.3632
ENSG00000108406	0.272	30.3702
ENSG00000164683	0.272	30.3772
ENSG00000133818	0.273	30.3842
ENSG00000168763	0.273	30.3912
ENSG00000162729	0.273	30.3982
ENSG00000006744	0.273	30.4052
ENSG00000154319	0.273	30.4122
ENSG00000278709	0.273	30.4192
ENSG00000287207	0.273	30.4262
ENSG00000114315	0.273	30.4333
ENSG00000286162	0.273	30.4403
ENSG00000134438	0.273	30.4473
ENSG00000227256	0.273	30.4543
ENSG00000125780	0.273	30.4613
ENSG00000273209	0.273	30.4683
ENSG00000260018	0.273	30.4753
ENSG00000162976	0.273	30.4823
ENSG00000287966	0.273	30.4893
ENSG00000232453	0.273	30.4964
ENSG00000101460	0.273	30.5034
ENSG00000237436	0.273	30.5104
ENSG00000187957	0.273	30.5174
ENSG00000204620	0.273	30.5244
ENSG00000134193	0.273	30.5314
ENSG00000185250	0.273	30.5384
ENSG00000186187	0.273	30.5454
ENSG00000134748	0.273	30.5524
ENSG00000189283	0.273	30.5595
ENSG00000101391	0.273	30.5665
ENSG00000188372	0.273	30.5735
ENSG00000184185	0.273	30.5805
ENSG00000260442	0.273	30.5875
ENSG00000164548	0.273	30.5945
ENSG00000114650	0.273	30.6015
ENSG00000139726	0.274	30.6085
ENSG00000145216	0.274	30.6155
ENSG00000132330	0.274	30.6225
ENSG00000148498	0.274	30.6296
ENSG00000186280	0.274	30.6366
ENSG00000139985	0.274	30.6436
ENSG00000205531	0.274	30.6506
ENSG00000189376	0.274	30.6576
ENSG00000013016	0.274	30.6646
ENSG00000160679	0.274	30.6716
ENSG00000179526	0.274	30.6786
ENSG00000104763	0.274	30.6856
ENSG00000170631	0.274	30.6927
ENSG00000115839	0.274	30.6997
ENSG00000178726	0.275	30.7067
ENSG00000228701	0.275	30.7137
ENSG00000067221	0.275	30.7207
ENSG00000134046	0.275	30.7277
ENSG00000141582	0.275	30.7347
ENSG00000140564	0.275	30.7417
ENSG00000137804	0.275	30.7487
ENSG00000142149	0.275	30.7557
ENSG00000104888	0.275	30.7628
ENSG00000157916	0.275	30.7698
ENSG00000101019	0.275	30.7768
ENSG00000124160	0.275	30.7838
ENSG00000182257	0.275	30.7908
ENSG00000154928	0.275	30.7978
ENSG00000136146	0.275	30.8048
ENSG00000178381	0.276	30.8118
ENSG00000008853	0.276	30.8188
ENSG00000181754	0.276	30.8259
ENSG00000132286	0.276	30.8329
ENSG00000168350	0.276	30.8399
ENSG00000152778	0.276	30.8469
ENSG00000121152	0.276	30.8539
ENSG00000110148	0.276	30.8609
ENSG00000198881	0.276	30.8679
ENSG00000287817	0.276	30.8749
ENSG00000166484	0.276	30.8819
ENSG00000136944	0.276	30.889
ENSG00000100226	0.276	30.896
ENSG00000163050	0.276	30.903
ENSG00000072786	0.276	30.91
ENSG00000102743	0.276	30.917
ENSG00000254505	0.276	30.924
ENSG00000171160	0.277	30.931
ENSG00000174243	0.277	30.938
ENSG00000196511	0.277	30.945
ENSG00000143641	0.277	30.952
ENSG00000068489	0.277	30.9591
ENSG00000169710	0.277	30.9661
ENSG00000108861	0.277	30.9731
ENSG00000128335	0.277	30.9801
ENSG00000176102	0.277	30.9871
ENSG00000119326	0.277	30.9941
ENSG00000178927	0.277	31.0011
ENSG00000130309	0.277	31.0081
ENSG00000188322	0.277	31.0151
ENSG00000075856	0.277	31.0222
ENSG00000124380	0.277	31.0292
ENSG00000110074	0.277	31.0362
ENSG00000267796	0.278	31.0432
ENSG00000122877	0.278	31.0502
ENSG00000258938	0.278	31.0572
ENSG00000222033	0.278	31.0642
ENSG00000165443	0.278	31.0712
ENSG00000105856	0.278	31.0782
ENSG00000255458	0.278	31.0852
ENSG00000243926	0.278	31.0923
ENSG00000167178	0.278	31.0993
ENSG00000155380	0.278	31.1063
ENSG00000228716	0.278	31.1133
ENSG00000170881	0.278	31.1203
ENSG00000081803	0.278	31.1273
ENSG00000128654	0.278	31.1343
ENSG00000090020	0.278	31.1413
ENSG00000175279	0.278	31.1483
ENSG00000132256	0.278	31.1554
ENSG00000141428	0.278	31.1624
ENSG00000075975	0.278	31.1694
ENSG00000131351	0.278	31.1764
ENSG00000154945	0.279	31.1834
ENSG00000105829	0.279	31.1904
ENSG00000170312	0.279	31.1974
ENSG00000236609	0.279	31.2044
ENSG00000164134	0.279	31.2114
ENSG00000150316	0.279	31.2185
ENSG00000130821	0.279	31.2255
ENSG00000054118	0.279	31.2325
ENSG00000104872	0.279	31.2395
ENSG00000168795	0.279	31.2465
ENSG00000147592	0.279	31.2535
ENSG00000117408	0.279	31.2605
ENSG00000273820	0.279	31.2675
ENSG00000131408	0.279	31.2745
ENSG00000104946	0.279	31.2815
ENSG00000162413	0.28	31.2886
ENSG00000105939	0.28	31.2956
ENSG00000089050	0.28	31.3026
ENSG00000154553	0.28	31.3096
ENSG00000253873	0.28	31.3166
ENSG00000186480	0.28	31.3236
ENSG00000110013	0.28	31.3306
ENSG00000092820	0.28	31.3376
ENSG00000226453	0.28	31.3446
ENSG00000278677	0.28	31.3517
ENSG00000132406	0.28	31.3587
ENSG00000164294	0.28	31.3657
ENSG00000149295	0.28	31.3727
ENSG00000063660	0.28	31.3797
ENSG00000119801	0.28	31.3867
ENSG00000189077	0.28	31.3937
ENSG00000115415	0.28	31.4007
ENSG00000169126	0.28	31.4077
ENSG00000203705	0.28	31.4148
ENSG00000105819	0.28	31.4218
ENSG00000141564	0.28	31.4288
ENSG00000116584	0.28	31.4358
ENSG00000103510	0.28	31.4428
ENSG00000078053	0.281	31.4498
ENSG00000176407	0.281	31.4568
ENSG00000196642	0.281	31.4638
ENSG00000172171	0.281	31.4708
ENSG00000155099	0.281	31.4778
ENSG00000178538	0.281	31.4849
ENSG00000130935	0.281	31.4919
ENSG00000180694	0.281	31.4989
ENSG00000143384	0.281	31.5059
ENSG00000153107	0.281	31.5129
ENSG00000119878	0.281	31.5199
ENSG00000013810	0.281	31.5269
ENSG00000256747	0.281	31.5339
ENSG00000287804	0.281	31.5409
ENSG00000198561	0.281	31.548
ENSG00000239322	0.281	31.555
ENSG00000023697	0.281	31.562
ENSG00000147255	0.281	31.569
ENSG00000104368	0.281	31.576
ENSG00000140743	0.281	31.583
ENSG00000241399	0.282	31.59
ENSG00000125850	0.282	31.597
ENSG00000131979	0.282	31.604
ENSG00000129515	0.282	31.611
ENSG00000171793	0.282	31.6181
ENSG00000124164	0.282	31.6251
ENSG00000164107	0.282	31.6321
ENSG00000158882	0.282	31.6391
ENSG00000084733	0.282	31.6461
ENSG00000099942	0.282	31.6531
ENSG00000163166	0.282	31.6601
ENSG00000180901	0.282	31.6671
ENSG00000085063	0.283	31.6741
ENSG00000213281	0.283	31.6812
ENSG00000266967	0.283	31.6882
ENSG00000179119	0.283	31.6952
ENSG00000173818	0.283	31.7022
ENSG00000232445	0.283	31.7092
ENSG00000139546	0.283	31.7162
ENSG00000234171	0.283	31.7232
ENSG00000131409	0.283	31.7302
ENSG00000163933	0.283	31.7372
ENSG00000169220	0.283	31.7443
ENSG00000074370	0.283	31.7513
ENSG00000171224	0.283	31.7583
ENSG00000184867	0.283	31.7653
ENSG00000050327	0.283	31.7723
ENSG00000186834	0.284	31.7793
ENSG00000126261	0.284	31.7863
ENSG00000141905	0.284	31.7933
ENSG00000104883	0.284	31.8003
ENSG00000109270	0.284	31.8073
ENSG00000102738	0.284	31.8144
ENSG00000158089	0.284	31.8214
ENSG00000155906	0.284	31.8284
ENSG00000106591	0.284	31.8354
ENSG00000184584	0.284	31.8424
ENSG00000165934	0.284	31.8494
ENSG00000198513	0.284	31.8564
ENSG00000168884	0.285	31.8634
ENSG00000172339	0.285	31.8704
ENSG00000138074	0.285	31.8775
ENSG00000125834	0.285	31.8845
ENSG00000116918	0.285	31.8915
ENSG00000158186	0.285	31.8985
ENSG00000066135	0.285	31.9055
ENSG00000136104	0.285	31.9125
ENSG00000115211	0.285	31.9195
ENSG00000017797	0.285	31.9265
ENSG00000085872	0.285	31.9335
ENSG00000165861	0.285	31.9405
ENSG00000189266	0.286	31.9476
ENSG00000115596	0.286	31.9546
ENSG00000173662	0.286	31.9616
ENSG00000135517	0.286	31.9686
ENSG00000163026	0.286	31.9756
ENSG00000181656	0.286	31.9826
ENSG00000197380	0.286	31.9896
ENSG00000272667	0.286	31.9966
ENSG00000125285	0.286	32.0036
ENSG00000272482	0.286	32.0107
ENSG00000234753	0.286	32.0177
ENSG00000164161	0.286	32.0247
