source_file,Well,Fluor,Target,Sample,Cq,Exp
3,G05,SYBR,MAPK3,HCT_DMSO_1,21.3228939855401,ncEJCtargets
3,G06,SYBR,MAPK3,HCT_DMSO_1,21.4199264110681,ncEJCtargets
3,G07,SYBR,MYH9,HCT_DMSO_1,21.4398311056245,ncEJCtargets
3,G08,SYBR,MYH9,HCT_DMSO_1,21.4868816918154,ncEJCtargets
3,G09,SYBR,MYH9,HCT_DMSO_1,21.5363223770405,ncEJCtargets
3,G10,SYBR,NOC2L,HCT_DMSO_1,20.373363362253,ncEJCtargets
3,G11,SYBR,NOC2L,HCT_DMSO_1,20.1969319733044,ncEJCtargets
3,G12,SYBR,NOC2L,HCT_DMSO_1,20.2300500876256,ncEJCtargets
3,H01,SYBR,FOXK1,HCT_SMG1i_1,21.8558469401717,ncEJCtargets
3,H02,SYBR,FOXK1,HCT_SMG1i_1,21.922169378846,ncEJCtargets
3,H03,SYBR,FOXK1,HCT_SMG1i_1,21.9622030380096,ncEJCtargets
3,H04,SYBR,MAPK3,HCT_SMG1i_1,20.7977983223014,ncEJCtargets
3,H05,SYBR,MAPK3,HCT_SMG1i_1,20.7807248109129,ncEJCtargets
3,H06,SYBR,MAPK3,HCT_SMG1i_1,20.8390490396121,ncEJCtargets
3,H07,SYBR,MYH9,HCT_SMG1i_1,21.0162004130239,ncEJCtargets
3,H08,SYBR,MYH9,HCT_SMG1i_1,21.029707832766,ncEJCtargets
3,H09,SYBR,MYH9,HCT_SMG1i_1,21.0428320653374,ncEJCtargets
3,H10,SYBR,NOC2L,HCT_SMG1i_1,20.8335509093747,ncEJCtargets
3,H11,SYBR,NOC2L,HCT_SMG1i_1,20.7324264851154,ncEJCtargets
3,H12,SYBR,NOC2L,HCT_SMG1i_1,20.6896335380892,ncEJCtargets
4,A01,SYBR,SLC7A5,HEK_DMSO_1,22.37014077,ncEJCtargets
4,A02,SYBR,SLC7A5,HEK_DMSO_1,22.28304419,ncEJCtargets
4,A03,SYBR,SLC7A5,HEK_DMSO_1,22.51131521,ncEJCtargets
4,A04,SYBR,TRIM28,HEK_DMSO_1,31.95744951,ncEJCtargets
4,A05,SYBR,TRIM28,HEK_DMSO_1,31.9526283,ncEJCtargets
4,A06,SYBR,TRIM28,HEK_DMSO_1,28.59987606,ncEJCtargets
4,A07,SYBR,USF2,HEK_DMSO_1,19.04594017,ncEJCtargets
4,A08,SYBR,USF2,HEK_DMSO_1,18.84057728,ncEJCtargets
4,A09,SYBR,USF2,HEK_DMSO_1,18.85272033,ncEJCtargets
4,B01,SYBR,SLC7A5,HEK_SMG1i_1,21.76125227,ncEJCtargets
4,B02,SYBR,SLC7A5,HEK_SMG1i_1,21.66230514,ncEJCtargets
4,B03,SYBR,SLC7A5,HEK_SMG1i_1,21.63455903,ncEJCtargets
4,B04,SYBR,TRIM28,HEK_SMG1i_1,31.98301703,ncEJCtargets
4,B05,SYBR,TRIM28,HEK_SMG1i_1,29.14295018,ncEJCtargets
4,B06,SYBR,TRIM28,HEK_SMG1i_1,28.04581771,ncEJCtargets
4,B07,SYBR,USF2,HEK_SMG1i_1,19.32173526,ncEJCtargets
4,B08,SYBR,USF2,HEK_SMG1i_1,19.29684596,ncEJCtargets
4,B09,SYBR,USF2,HEK_SMG1i_1,19.28449971,ncEJCtargets
4,C01,SYBR,SLC7A5,HEK_DMSO_2,19.68874445,ncEJCtargets
4,C02,SYBR,SLC7A5,HEK_DMSO_2,19.7926568,ncEJCtargets
4,C03,SYBR,SLC7A5,HEK_DMSO_2,19.7829364,ncEJCtargets
