annotation_KD_method	quartile	gene	log2foldchange
50_100_UPF1_log2fold	Q1	ENSG00000111726	-0.0267165352409703
50_100_UPF1_log2fold	Q1	ENSG00000135070	0.148146573214032
50_100_UPF1_log2fold	Q1	ENSG00000134153	0.0554496335797882
50_100_UPF1_log2fold	Q1	ENSG00000118777	-0.0952146506098864
50_100_UPF1_log2fold	Q1	ENSG00000152413	-0.284296581775944
50_100_UPF1_log2fold	Q1	ENSG00000102554	-0.215914158979003
50_100_UPF1_log2fold	Q1	ENSG00000197024	-0.152680391821398
50_100_UPF1_log2fold	Q1	ENSG00000084754	0.051202061642008
50_100_UPF1_log2fold	Q1	ENSG00000135241	0.263374125663564
50_100_UPF1_log2fold	Q1	ENSG00000164169	0.179319981327206
50_100_UPF1_log2fold	Q1	ENSG00000065883	0.028909179781997
50_100_UPF1_log2fold	Q1	ENSG00000089248	0.0952257054504871
50_100_UPF1_log2fold	Q1	ENSG00000101182	-0.022921379296573
50_100_UPF1_log2fold	Q1	ENSG00000138398	-0.355018035776762
50_100_UPF1_log2fold	Q1	ENSG00000057019	-0.0959098076730976
50_100_UPF1_log2fold	Q1	ENSG00000144118	0.32091815302407
50_100_UPF1_log2fold	Q1	ENSG00000005486	0.310842076461909
50_100_UPF1_log2fold	Q1	ENSG00000150756	-0.392361129798536
50_100_UPF1_log2fold	Q1	ENSG00000196636	-0.211722931538836
50_100_UPF1_log2fold	Q1	ENSG00000177954	-0.393319837833366
50_100_UPF1_log2fold	Q1	ENSG00000111669	-0.169977152691593
50_100_UPF1_log2fold	Q1	ENSG00000144136	0.223074439466893
50_100_UPF1_log2fold	Q1	ENSG00000051009	0.299677114916767
50_100_UPF1_log2fold	Q1	ENSG00000185238	0.103813751603483
50_100_UPF1_log2fold	Q1	ENSG00000114573	0.00816975201597199
50_100_UPF1_log2fold	Q1	ENSG00000113593	-0.259481471717434
50_100_UPF1_log2fold	Q1	ENSG00000164683	-0.596640280193164
50_100_UPF1_log2fold	Q1	ENSG00000169299	-0.00377630854056693
50_100_UPF1_log2fold	Q1	ENSG00000161057	0.0774138619071115
50_100_UPF1_log2fold	Q1	ENSG00000147601	-0.408370813118434
50_100_UPF1_log2fold	Q1	ENSG00000084092	0.0870411600751607
50_100_UPF1_log2fold	Q1	ENSG00000106771	0.201606707037515
50_100_UPF1_log2fold	Q1	ENSG00000168303	-0.126416468204389
50_100_UPF1_log2fold	Q1	ENSG00000119986	-0.0709910014245801
50_100_UPF1_log2fold	Q1	ENSG00000140795	-0.287522531149949
50_100_UPF1_log2fold	Q1	ENSG00000145247	-0.48299187498969
50_100_UPF1_log2fold	Q1	ENSG00000140350	-0.041463326628872
50_100_UPF1_log2fold	Q1	ENSG00000100888	0.32174910513209
50_100_UPF1_log2fold	Q1	ENSG00000139977	0.0166642185939372
50_100_UPF1_log2fold	Q1	ENSG00000100442	-0.172842295802004
50_100_UPF1_log2fold	Q1	ENSG00000128463	0.0135877810906862
50_100_UPF1_log2fold	Q1	ENSG00000062194	3.15880053404268
50_100_UPF1_log2fold	Q1	ENSG00000169607	-0.080009730473618
50_100_UPF1_log2fold	Q1	ENSG00000162129	0.367273150105948
50_100_UPF1_log2fold	Q1	ENSG00000119977	0.0942288023493029
50_100_UPF1_log2fold	Q1	ENSG00000168884	0.0404053333617568
50_100_UPF1_log2fold	Q1	ENSG00000013810	-0.685833394333783
50_100_UPF1_log2fold	Q1	ENSG00000146909	0.0577707415534353
50_100_UPF1_log2fold	Q1	ENSG00000138592	-1.35883417281854
50_100_UPF1_log2fold	Q1	ENSG00000112996	-0.191776556309671
50_100_UPF1_log2fold	Q1	ENSG00000073614	0.0708507287481398
50_100_UPF1_log2fold	Q1	ENSG00000148399	-0.0767310644674096
50_100_UPF1_log2fold	Q1	ENSG00000184903	-0.321703763556756
50_100_UPF1_log2fold	Q1	ENSG00000070669	-0.153096562427142
50_100_UPF1_log2fold	Q1	ENSG00000147586	-0.403582859355741
50_100_UPF1_log2fold	Q1	ENSG00000111300	0.295099437328264
50_100_UPF1_log2fold	Q1	ENSG00000176225	-0.135908851656746
50_100_UPF1_log2fold	Q1	ENSG00000120647	0.127063918441311
50_100_UPF1_log2fold	Q1	ENSG00000171067	-0.40737085988754
50_100_UPF1_log2fold	Q1	ENSG00000165072	-1.35554313311965
50_100_UPF1_log2fold	Q1	ENSG00000167842	-0.10579799578123
50_100_UPF1_log2fold	Q1	ENSG00000167272	0.208104192917248
50_100_UPF1_log2fold	Q1	ENSG00000104231	0.438411588541328
50_100_UPF1_log2fold	Q1	ENSG00000005073	0.114559904070138
50_100_UPF1_log2fold	Q1	ENSG00000187522	-0.0334367394429695
50_100_UPF1_log2fold	Q1	ENSG00000072849	0.260938062744248
50_100_UPF1_log2fold	Q1	ENSG00000170955	-0.275998098206318
50_100_UPF1_log2fold	Q1	ENSG00000005302	-0.429678021371178
50_100_UPF1_log2fold	Q1	ENSG00000140263	-0.310449716551719
50_100_UPF1_log2fold	Q1	ENSG00000155330	-0.347825375892978
50_100_UPF1_log2fold	Q1	ENSG00000144231	0.0830212041373224
50_100_UPF1_log2fold	Q1	ENSG00000047621	0.0889902402574324
50_100_UPF1_log2fold	Q1	ENSG00000163960	0.0577999297139539
50_100_UPF1_log2fold	Q1	ENSG00000164109	-0.124321677278808
50_100_UPF1_log2fold	Q1	ENSG00000152234	-0.238944236161597
50_100_UPF1_log2fold	Q1	ENSG00000143401	-0.204200035778788
50_100_UPF1_log2fold	Q1	ENSG00000140307	-0.00756602928855747
50_100_UPF1_log2fold	Q1	ENSG00000204560	-0.712720530645345
50_100_UPF1_log2fold	Q1	ENSG00000173218	0.0296828625893992
50_100_UPF1_log2fold	Q1	ENSG00000177150	-0.0393038912913235
50_100_UPF1_log2fold	Q1	ENSG00000172260	0.138797872540397
50_100_UPF1_log2fold	Q1	ENSG00000101407	-0.371938441404414
50_100_UPF1_log2fold	Q1	ENSG00000141385	-0.0913924118418553
50_100_UPF1_log2fold	Q1	ENSG00000140199	2.54385292902181
50_100_UPF1_log2fold	Q1	ENSG00000135677	0.156071112356294
50_100_UPF1_log2fold	Q1	ENSG00000168283	-0.40720988084152
50_100_UPF1_log2fold	Q1	ENSG00000169919	0.0375704742190001
50_100_UPF1_log2fold	Q1	ENSG00000168542	0.324448916905932
50_100_UPF1_log2fold	Q1	ENSG00000141384	-0.455348284462158
50_100_UPF1_log2fold	Q1	ENSG00000100567	-0.014685610349014
50_100_UPF1_log2fold	Q1	ENSG00000155304	0.32778002833687
50_100_UPF1_log2fold	Q1	ENSG00000136111	0.0216483767923254
50_100_UPF1_log2fold	Q1	ENSG00000156136	-0.0250492633273746
50_100_UPF1_log2fold	Q1	ENSG00000111678	0.603799554215565
50_100_UPF1_log2fold	Q1	ENSG00000131966	-0.0537894273636797
50_100_UPF1_log2fold	Q1	ENSG00000117640	0.295581567241492
50_100_UPF1_log2fold	Q1	ENSG00000111142	-0.432970564014948
50_100_UPF1_log2fold	Q1	ENSG00000163214	-0.289385569254521
50_100_UPF1_log2fold	Q1	ENSG00000142751	0.4713263120265
50_100_UPF1_log2fold	Q1	ENSG00000134504	-0.123344224540764
50_100_UPF1_log2fold	Q1	ENSG00000168924	0.0626513103994763
50_100_UPF1_log2fold	Q1	ENSG00000110987	0.0672061551044926
50_100_UPF1_log2fold	Q1	ENSG00000170677	-0.321051161675892
50_100_UPF1_log2fold	Q1	ENSG00000050130	0.203660908903618
50_100_UPF1_log2fold	Q1	ENSG00000121039	-0.57830299685273
50_100_UPF1_log2fold	Q1	ENSG00000147548	-0.100205110087161
50_100_UPF1_log2fold	Q1	ENSG00000164117	0.114179765325275
50_100_UPF1_log2fold	Q1	ENSG00000047315	-0.281209151032029
50_100_UPF1_log2fold	Q1	ENSG00000166855	0.0615970748411206
50_100_UPF1_log2fold	Q1	ENSG00000153561	-0.269418113621365
50_100_UPF1_log2fold	Q1	ENSG00000142937	-0.339762047762127
50_100_UPF1_log2fold	Q1	ENSG00000115561	0.20831244261408
50_100_UPF1_log2fold	Q1	ENSG00000121879	0.217863049354646
50_100_UPF1_log2fold	Q1	ENSG00000118894	-0.490594684509754
50_100_UPF1_log2fold	Q1	ENSG00000159658	0.0950357825083546
50_100_UPF1_log2fold	Q1	ENSG00000182512	0.00345956665825829
50_100_UPF1_log2fold	Q1	ENSG00000115464	-0.00864480820818983
50_100_UPF1_log2fold	Q1	ENSG00000148572	-0.196335381328431
50_100_UPF1_log2fold	Q1	ENSG00000120697	0.379848442599619
50_100_UPF1_log2fold	Q1	ENSG00000162073	-0.00247069273726067
50_100_UPF1_log2fold	Q1	ENSG00000174013	-0.331008339502628
50_100_UPF1_log2fold	Q1	ENSG00000120699	-0.276365050536852
50_100_UPF1_log2fold	Q1	ENSG00000079616	-0.374969445654291
50_100_UPF1_log2fold	Q1	ENSG00000157106	1.10001275677026
50_100_UPF1_log2fold	Q1	ENSG00000142166	0.553502180322999
50_100_UPF1_log2fold	Q1	ENSG00000144566	-0.235052589138848
50_100_UPF1_log2fold	Q1	ENSG00000056586	-0.0334828881162819
50_100_UPF1_log2fold	Q1	ENSG00000132109	-0.270417559935617
50_100_UPF1_log2fold	Q1	ENSG00000160949	-0.0151509944311269
50_100_UPF1_log2fold	Q1	ENSG00000126953	-0.295495289895959
50_100_UPF1_log2fold	Q1	ENSG00000075975	0.00888958700074016
50_100_UPF1_log2fold	Q1	ENSG00000111490	0.419686380468213
50_100_UPF1_log2fold	Q1	ENSG00000074527	-0.128274389732632
50_100_UPF1_log2fold	Q1	ENSG00000148773	-0.282055699889938
