annotation_KD_method	quartile	gene	log2foldchange
50_100_UPF1_log2fold	Q1	ENSG00000100216	-0.499592653607391
50_100_UPF1_log2fold	Q1	ENSG00000108651	0.158932067790413
50_100_UPF1_log2fold	Q1	ENSG00000162076	0.256534290544061
50_100_UPF1_log2fold	Q1	ENSG00000117519	0.456505709056261
50_100_UPF1_log2fold	Q1	ENSG00000169490	0.143499625574333
50_100_UPF1_log2fold	Q1	ENSG00000171861	-0.73663604777043
50_100_UPF1_log2fold	Q1	ENSG00000135052	0.813684053837771
50_100_UPF1_log2fold	Q1	ENSG00000172339	0.813684053837771
50_100_UPF1_log2fold	Q1	ENSG00000165716	-0.199514278798942
50_100_UPF1_log2fold	Q1	ENSG00000115875	-0.32725875360144
50_100_UPF1_log2fold	Q1	ENSG00000106460	-0.961295678059015
50_100_UPF1_log2fold	Q1	ENSG00000196975	0.871728462894838
50_100_UPF1_log2fold	Q1	ENSG00000158604	0.355676875450732
50_100_UPF1_log2fold	Q1	ENSG00000145996	0.209326143454712
50_100_UPF1_log2fold	Q1	ENSG00000052723	2.37785748471727
50_100_UPF1_log2fold	Q1	ENSG00000067225	0.353191041179532
50_100_UPF1_log2fold	Q1	ENSG00000164366	0.353191041179532
50_100_UPF1_log2fold	Q1	ENSG00000141682	1.360098101424
50_100_UPF1_log2fold	Q1	ENSG00000171867	0.915773951816778
50_100_UPF1_log2fold	Q1	ENSG00000138029	-0.148585583647212
50_100_UPF1_log2fold	Q1	ENSG00000111726	-0.148499110784323
50_100_UPF1_log2fold	Q1	ENSG00000135070	0.120811366916489
50_100_UPF1_log2fold	Q1	ENSG00000134153	0.447073269152299
50_100_UPF1_log2fold	Q1	ENSG00000152413	-0.508577791819763
50_100_UPF1_log2fold	Q1	ENSG00000102554	0.4146519060498
50_100_UPF1_log2fold	Q1	ENSG00000084754	-0.26443635475361
50_100_UPF1_log2fold	Q1	ENSG00000121579	0.929495019320585
50_100_UPF1_log2fold	Q1	ENSG00000125868	0.852754358052994
50_100_UPF1_log2fold	Q1	ENSG00000089248	-0.214692233076486
50_100_UPF1_log2fold	Q1	ENSG00000101182	-0.38740262017353
50_100_UPF1_log2fold	Q1	ENSG00000138398	-0.29034351407974
50_100_UPF1_log2fold	Q1	ENSG00000057019	-0.434583605453642
50_100_UPF1_log2fold	Q1	ENSG00000144118	0.908862140500604
50_100_UPF1_log2fold	Q1	ENSG00000119669	-0.259899815158088
50_100_UPF1_log2fold	Q1	ENSG00000176890	-0.456450462879053
50_100_UPF1_log2fold	Q1	ENSG00000121542	-1.72232705131346
50_100_UPF1_log2fold	Q1	ENSG00000102699	0.274107131170815
50_100_UPF1_log2fold	Q1	ENSG00000136783	0.921569669926121
50_100_UPF1_log2fold	Q1	ENSG00000196636	-0.0485039078259051
50_100_UPF1_log2fold	Q1	ENSG00000111669	-0.835180380445621
50_100_UPF1_log2fold	Q1	ENSG00000114573	0.192023654712294
50_100_UPF1_log2fold	Q1	ENSG00000169299	0.183434717223012
50_100_UPF1_log2fold	Q1	ENSG00000161057	0.0151672375867611
50_100_UPF1_log2fold	Q1	ENSG00000118855	-1.33761404733943
50_100_UPF1_log2fold	Q1	ENSG00000170312	-0.649748077333245
50_100_UPF1_log2fold	Q1	ENSG00000147601	0.664538945085958
50_100_UPF1_log2fold	Q1	ENSG00000155096	0.0409066286762118
50_100_UPF1_log2fold	Q1	ENSG00000134152	0.0331367153160059
50_100_UPF1_log2fold	Q1	ENSG00000117758	0.444556135714641
50_100_UPF1_log2fold	Q1	ENSG00000166415	0.444556135714641
50_100_UPF1_log2fold	Q1	ENSG00000168303	-0.566185948928146
50_100_UPF1_log2fold	Q1	ENSG00000061794	-0.0774415200579266
50_100_UPF1_log2fold	Q1	ENSG00000139977	-0.0774415200579266
50_100_UPF1_log2fold	Q1	ENSG00000132485	0.610811413210177
50_100_UPF1_log2fold	Q1	ENSG00000100442	0.075167279612798
50_100_UPF1_log2fold	Q1	ENSG00000163950	-0.898781481656415
50_100_UPF1_log2fold	Q1	ENSG00000128463	-0.561177188786502
50_100_UPF1_log2fold	Q1	ENSG00000169607	0.375608166600179
50_100_UPF1_log2fold	Q1	ENSG00000173418	-0.504340431759059
50_100_UPF1_log2fold	Q1	ENSG00000043514	-0.504340431759059
50_100_UPF1_log2fold	Q1	ENSG00000119977	-0.811609119547852
50_100_UPF1_log2fold	Q1	ENSG00000087448	0.55196706056869
50_100_UPF1_log2fold	Q1	ENSG00000138592	0.55196706056869
50_100_UPF1_log2fold	Q1	ENSG00000112996	-0.560552692199555
50_100_UPF1_log2fold	Q1	ENSG00000250479	-0.376263915278961
50_100_UPF1_log2fold	Q1	ENSG00000171067	-1.13530421693772
50_100_UPF1_log2fold	Q1	ENSG00000167842	1.01121286163102
50_100_UPF1_log2fold	Q1	ENSG00000167272	-1.67404259684772
50_100_UPF1_log2fold	Q1	ENSG00000104231	0.50706789197487
50_100_UPF1_log2fold	Q1	ENSG00000072849	0.43399369364394
50_100_UPF1_log2fold	Q1	ENSG00000105849	-0.722164237692364
50_100_UPF1_log2fold	Q1	ENSG00000140263	-0.722164237692364
50_100_UPF1_log2fold	Q1	ENSG00000144231	0.228950037654506
50_100_UPF1_log2fold	Q1	ENSG00000196715	0.228950037654506
50_100_UPF1_log2fold	Q1	ENSG00000164022	0.228950037654506
50_100_UPF1_log2fold	Q1	ENSG00000047621	-0.0176741636250113
50_100_UPF1_log2fold	Q1	ENSG00000152240	-0.232412612403363
50_100_UPF1_log2fold	Q1	ENSG00000137513	-0.50121968783863
