Well,Fluor,Target,Sample,Cq
D10,SYBR,SLC7A5,HEK_SMG1i_5,20.0688239662165
D11,SYBR,SLC7A5,HEK_SMG1i_5,20.0127807090293
D12,SYBR,SLC7A5,HEK_SMG1i_5,19.9271426773239
E01,SYBR,USF2,HEK_DMSO_4,18.5703124734343
E02,SYBR,USF2,HEK_DMSO_4,18.5297210876975
E03,SYBR,USF2,HEK_DMSO_4,18.4147311850937
E04,SYBR,USF2,HEK_DMSO_5,18.3391392421246
E05,SYBR,USF2,HEK_DMSO_5,18.4777989584641
E06,SYBR,USF2,HEK_DMSO_5,18.5010585797427
E07,SYBR,USF2,HEK_SMG1i_4,18.8437452366739
E08,SYBR,USF2,HEK_SMG1i_4,18.7099681782794
E09,SYBR,USF2,HEK_SMG1i_4,18.8108206252732
E10,SYBR,USF2,HEK_SMG1i_5,18.7437630201152
E11,SYBR,USF2,HEK_SMG1i_5,18.801929801835
E12,SYBR,USF2,HEK_SMG1i_5,18.8094686578192
F01,SYBR,DYNC1H1,HEK_DMSO_4,19.5424467315043
F02,SYBR,DYNC1H1,HEK_DMSO_4,19.5836149954895
F03,SYBR,DYNC1H1,HEK_DMSO_4,19.5292503055629
F04,SYBR,DYNC1H1,HEK_DMSO_5,19.4370256132963
F05,SYBR,DYNC1H1,HEK_DMSO_5,19.5639569154663
F06,SYBR,DYNC1H1,HEK_DMSO_5,19.6584507475377
F07,SYBR,DYNC1H1,HEK_SMG1i_4,18.9499122522757
F08,SYBR,DYNC1H1,HEK_SMG1i_4,18.8442843438379
F09,SYBR,DYNC1H1,HEK_SMG1i_4,19.0316165287297
F10,SYBR,DYNC1H1,HEK_SMG1i_5,19.0793498876625
F11,SYBR,DYNC1H1,HEK_SMG1i_5,19.1242175141945
F12,SYBR,DYNC1H1,HEK_SMG1i_5,18.897321265316
G01,SYBR,FNBP4,HEK_DMSO_4,20.1134354821547
G02,SYBR,FNBP4,HEK_DMSO_4,20.1372758508838
G03,SYBR,FNBP4,HEK_DMSO_4,20.1621652487531
G04,SYBR,FNBP4,HEK_DMSO_5,20.0581046654765
G05,SYBR,FNBP4,HEK_DMSO_5,20.1319544473372
G06,SYBR,FNBP4,HEK_DMSO_5,20.1817863384105
G07,SYBR,FNBP4,HEK_SMG1i_4,18.9086061130675
G08,SYBR,FNBP4,HEK_SMG1i_4,18.7870804494779
G09,SYBR,FNBP4,HEK_SMG1i_4,18.8381603839159
G10,SYBR,FNBP4,HEK_SMG1i_5,18.8726101296402
G11,SYBR,FNBP4,HEK_SMG1i_5,18.8737439652689
G12,SYBR,FNBP4,HEK_SMG1i_5,18.6694152169746
H01,SYBR,PCNT,HEK_DMSO_4,20.8351911611452
H02,SYBR,PCNT,HEK_DMSO_4,20.9554049494549
H03,SYBR,PCNT,HEK_DMSO_4,21.0368431357374
H04,SYBR,PCNT,HEK_DMSO_5,20.9735065618516
H05,SYBR,PCNT,HEK_DMSO_5,21.1158857489125
H06,SYBR,PCNT,HEK_DMSO_5,21.0519574374516
H07,SYBR,PCNT,HEK_SMG1i_4,20.1108484616312
H08,SYBR,PCNT,HEK_SMG1i_4,20.1043675965478
H09,SYBR,PCNT,HEK_SMG1i_4,20.1471281821178
H10,SYBR,PCNT,HEK_SMG1i_5,20.2829868620958
H11,SYBR,PCNT,HEK_SMG1i_5,20.1902019047032
H12,SYBR,PCNT,HEK_SMG1i_5,19.9959511216221
