baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ensembl_gene_id
1048.6883323863153	0.10069028473207553	0.07796757455816558	1.2914379510030582	0.19655185799036456	0.42499281329900385	ENSG00000188976
84.20655727677536	-0.252008587986495	0.2017975182523264	-1.2488190646199375	0.2117312593291331	0.44184050620020426	ENSG00000187961
273.07856737397145	0.007187561269711528	0.13415208826290628	0.053577706935322635	0.9572716182836726	0.9843541463599136	ENSG00000188290
208.8690579473658	-0.25353010226386036	0.1412287820872063	-1.7951730413373526	0.07262613426106854	0.2361135174524375	ENSG00000188157
353.41692832642843	0.1216212939199148	0.12274457232878883	0.990848651084423	0.32175948900191953	0.5608995325848449	ENSG00000176022
225.74920351230418	0.0711300764070035	0.12608377793207215	0.5641493106696481	0.5726525215581377	0.7604891977150886	ENSG00000160087
187.18541117356165	-0.22338392687013373	0.14126825191194073	-1.5812748005785449	0.11381521879808419	0.30701820244740297	ENSG00000131584
200.04064576509347	0.04519517962573897	0.13189800065875235	0.3426524996589473	0.7318599013471324	0.8604891901190228	ENSG00000169972
637.9263794958861	-0.002885763267749267	0.08749861827327944	-0.03298067243457865	0.973690000418968	0.9914423042764369	ENSG00000127054
76.44194577161863	-0.2617256666570863	0.2124799253983892	-1.2317665594355034	0.21803629838864594	0.4491357723665283	ENSG00000224051
404.1624532755578	0.017702780046594712	0.1076769799455593	0.1644063573806129	0.8694112592067756	0.9425489362253551	ENSG00000107404
803.6643144712322	-0.28845204402476826	0.08074898435702647	-3.5722064657729438	3.5398615303384545e-4	0.007651118032109494	ENSG00000221978
199.9519053386911	0.2323826195597627	0.1529276401177652	1.5195593117163875	0.12862177060413113	0.3320377056191285	ENSG00000242485
293.9064872624664	0.24732408305002557	0.11202437297232244	2.207770295765291	0.027260289718178166	0.1280678828770209	ENSG00000160072
431.9726335314107	0.14681620675133478	0.10081886875363426	1.45623739451096	0.14532700547273206	0.3570309934570252	ENSG00000197785
978.0091373377379	0.18404400591970635	0.09052280208795596	2.0331231653752946	0.04204008113827962	0.17020652319259227	ENSG00000160075
226.67385677223498	-0.06908139516262232	0.13251399551283602	-0.5213139555205	0.6021480808299113	0.7815113389494593	ENSG00000189339
647.6886322135565	-0.003951877150312067	0.08941116462386448	-0.04419892266180462	0.9647458408072482	0.9883854489704058	ENSG00000008130
3573.594164159278	-0.13196552559590083	0.06308595219855234	-2.0918369462120774	0.03645310410764099	0.15521784504985706	ENSG00000078369
148.35590850580988	-0.10045628213922508	0.15011189736534472	-0.6692093291894978	0.5033619559703073	0.7099136337413051	ENSG00000067606
454.29101446675446	-0.28087490134822907	0.1329939089251731	-2.1119380851213183	0.03469176020303425	0.15053305933042607	ENSG00000157933
506.8712713155341	0.3784453948401225	0.11519597669474123	3.2852310097857678	0.0010189878808384517	0.014747566254313973	ENSG00000157916
95.2417280142956	-0.04565906942944192	0.18166128359097142	-0.25134177479582215	0.8015498798944374	0.9031007334697896	ENSG00000157911
252.1144027079856	-0.14097010995705808	0.12001938040783515	-1.174561220679783	0.2401703055831856	0.4732103366781837	ENSG00000157881
114.15166962259971	-0.0932501215104038	0.16535506879580886	-0.5639386938029404	0.572795855406493	0.7605568960452226	ENSG00000157870
135.98638042679542	-0.40969011545882966	0.173516260638975	-2.361105028140548	0.01822056950064592	0.09960573778961092	ENSG00000142611
106.0101853421728	0.15523298572105707	0.16890997516260867	0.9190279352750786	0.3580809607501517	0.5924847723081172	ENSG00000158109
313.9139741273262	0.032807118706666694	0.1229156210173764	0.2669076431060687	0.7895402717200708	0.8955513300225562	ENSG00000116213
407.7068621407238	-0.01961664142031447	0.10180380882643981	-0.19269064337030745	0.8472012516396636	0.928432371974693	ENSG00000130764
684.2780692519976	0.010563105274214134	0.09211029701135566	0.11467887540208321	0.9086996584308654	0.9632052628624247	ENSG00000116198
153.5720459122448	-0.14678040645082058	0.1469980024988171	-0.9985197346610322	0.31802739981855827	0.5567634708957837	ENSG00000169598
265.03706772858175	-0.040608749285100464	0.11873850602886772	-0.34200151781619736	0.7323497500098533	0.8609422114676861	ENSG00000198912
145.0206241174939	-0.2619932869741345	0.1548525684879747	-1.6918885461979272	0.09066722626463025	0.26983903443774127	ENSG00000131697
1473.6126707114154	0.015267239830986287	0.0772184144208587	0.1977150132580579	0.843268042710562	0.9266215331435518	ENSG00000116251
1727.889825109541	0.09322517616684517	0.07242513102227689	1.287193752375408	0.19802676432142563	0.4255611701949217	ENSG00000116237
819.9836398350359	-0.05222918164603024	0.08374425245705777	-0.6236748208220287	0.5328411622843761	0.7320920222416938	ENSG00000162408
224.14314745206119	0.3046912424999189	0.12479581437523497	2.44151812322628	0.014625654211088319	0.08610430749704584	ENSG00000204859
255.16654010895093	-0.24584087906139107	0.12563597212063415	-1.9567714159551184	0.0503743491423223	0.19046148734178778	ENSG00000162413
294.2526887144569	-0.16138678836837356	0.11451617780004728	-1.4092924813659553	0.158748701115885	0.37544386952593706	ENSG00000116273
540.8449278882522	0.11234760115107345	0.0905674754385187	1.240485070463735	0.21479603287810875	0.445689117867979	ENSG00000007923
437.61303269256877	-0.04589857379521402	0.09701699857782577	-0.47309826595382437	0.6361430738697298	0.8044591850917114	ENSG00000171735
1319.0976071501345	-0.045855961138744926	0.0760661030352091	-0.6028435703814004	0.5466127585605001	0.7427980308161252	ENSG00000049245
2620.136165193517	0.29010355084713646	0.09027991618759647	3.213378601773599	0.0013118324121586112	0.017480485297938775	ENSG00000116288
